t,input_il6,Compound_3_Obs
680,0.1,70.4609273739927
680,0.1,90.6623336243864
680,0.5,80.2040575483332
680,0.5,74.1538429810373
680,1,77.0885657216439
680,1,83.0991834292594
680,2.5,88.9202790004528
680,2.5,89.5780009812611
680,5,103.158348428615
680,5,101.618688100142
680,10,68.9983178375252
680,10,79.9490653778061
680,25,110.214320391567
680,25,89.1995009725223
680,50,83.6983334597742
680,50,78.7522888614457
680,100,95.0454611638582
680,100,94.1417040876195
680,500,92.1370937166621
680,500,96.1296767129943
