t,input_il6,Compound_3_Obs
1500,0.1,72.0005747691641
1500,0.1,75.8935388864948
1500,0.5,72.2882028841508
1500,0.5,93.2645023309798
1500,1,78.3116431055213
1500,1,80.901188679851
1500,2.5,89.1509533265396
1500,2.5,92.4261029574379
1500,5,86.3201598753226
1500,5,86.496731732461
1500,10,87.3984960869131
1500,10,96.3095253890727
1500,25,72.471269072711
1500,25,103.100743968224
1500,50,102.576981121847
1500,50,108.639288185434
1500,100,88.9589094166939
1500,100,94.9824134846687
1500,500,94.6401328073258
1500,500,105.136226108728
