t,input_il6,Compound_4_Obs
18,0.1,-0.496068406346845
18,0.1,0.319415803900394
18,0.1,0.943136937049167
18,0.1,1.82788111278689
18,1,0.975427759030256
18,1,1.48199590480938
18,1,2.43689053668514
18,1,2.56864600682266
18,5,2.7934348798265
18,5,3.7641178991738
18,5,5.610727860678
18,5,6.85008386208915
18,10,7.19147107574424
18,10,9.28742100928477
18,10,9.35431973539097
18,10,10.8353951812364
18,50,20.307101957336
18,50,21.268531699002
18,50,22.4982975544015
18,50,24.4134539366288
18,100,25.3853128353594
18,100,27.2416838346356
18,100,27.9354531210144
18,100,27.9553886161744
18,500,30.0369138115048
18,500,30.306009846576
18,500,30.906810595862
18,500,31.6377883452576
