t,input_il6,Compound_3_Obs
1600,0.1,69.3661087270565
1600,0.1,72.3249022425032
1600,0.5,88.591437298344
1600,0.5,70.2693489620579
1600,1,77.6539599074697
1600,1,84.1841689347366
1600,2.5,99.2456122689057
1600,2.5,90.4229827481449
1600,5,119.580584110851
1600,5,125.734234190014
1600,10,83.6624232980004
1600,10,85.2849226476863
1600,25,96.3069536537181
1600,25,86.5626040950592
1600,50,95.5592926428599
1600,50,76.8452404150177
1600,100,107.919037104157
1600,100,94.8560218042371
1600,500,112.08673365535
1600,500,104.629143823466
