parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
init_b10	init_b10	log10	1e-05	1000	5.70164272280747	1	parameterScaleUniform	
init_bcar1	init_bcar1	log10	1e-05	1000	2.59417936211881	1	parameterScaleUniform	
init_bcar2	init_bcar2	log10	1e-05	1000	3.69828179780266	1	parameterScaleUniform	
init_bcry	init_bcry	log10	1e-05	1000	4.24619563946313	1	parameterScaleUniform	
init_ohb10	init_ohb10	log10	1e-05	1000	1.57398286446622	1	parameterScaleUniform	
init_zea	init_zea	log10	1e-05	1000	5.48276964920854	1	parameterScaleUniform	
k5	k5	log10	1e-05	1000	0.0038904514499428	1	parameterScaleUniform	
kb1	kb1	log10	1e-05	1000	0.0181970085860998	1	parameterScaleUniform	
kb2	kb2	log10	1e-05	1000	0.00331131121482591	1	parameterScaleUniform	
kc1	kc1	log10	1e-05	1000	0.00213796208950223	1	parameterScaleUniform	
kc2	kc2	log10	1e-05	1000	0.0117489755493953	1	parameterScaleUniform	
kc4	kc4	log10	1e-05	1000	0.0038904514499428	1	parameterScaleUniform	
offset1_ohb10_Obs	offset1_ohb10_Obs	log10	0.0001	1	0.01	1	parameterScaleUniform	
offset1_ohbio_Obs	offset1_ohbio_Obs	log10	0.0001	1	0.01	1	parameterScaleUniform	
offset2_ohb10_Obs	offset2_ohb10_Obs	log10	1e-05	0.1	0.001	1	parameterScaleUniform	
offset3_ohb10_Obs	offset3_ohb10_Obs	log10	0.0001	1	0.01	1	parameterScaleUniform	
scale1_ohb10_Obs	scale1_ohb10_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_ohbio_Obs	scale1_ohbio_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_ohb10_Obs	scale2_ohb10_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_ohb10_Obs	scale3_ohb10_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
sd1_b10_Obs	sd1_b10_Obs	log10	0.001	100	0.470175505333137	1	parameterScaleUniform	
sd1_bcar_Obs	sd1_bcar_Obs	log10	0.001	100	0.475017926949171	1	parameterScaleUniform	
sd1_ohb10_Obs	sd1_ohb10_Obs	log10	0.001	100	0.48668728479221	1	parameterScaleUniform	
sd1_ohbio_Obs	sd1_ohbio_Obs	log10	0.001	100	0.507341046037298	1	parameterScaleUniform	
sd2_b10_Obs	sd2_b10_Obs	log10	0.001	100	0.47246538980003	1	parameterScaleUniform	
sd2_ohb10_Obs	sd2_ohb10_Obs	log10	0.001	100	0.489170208818299	1	parameterScaleUniform	
sd3_b10_Obs	sd3_b10_Obs	log10	0.001	100	0.487775519350167	1	parameterScaleUniform	
sd3_ohb10_Obs	sd3_ohb10_Obs	log10	0.001	100	0.46927778957812	1	parameterScaleUniform	
szea	szea	log10	1e-05	1000	0.509330871057195	1	parameterScaleUniform	
