t,Compound_1_Obs,Compound_3_Obs,Compound_7_Obs
0,0.857099415309771,0.000224658625604064,1.67532500006464
10,NaN,NaN,0.557231863410977
15,8.31556044634563,NaN,NaN
20,NaN,0.00238126751043602,NaN
25,NaN,NaN,1.28650791860699
35,8.98450582293155,NaN,NaN
40,NaN,0.00119932883555865,0.875161326873651
50,6.35384613863443,NaN,1.03088687235586
65,NaN,0.001077853169015,0.856982178619397
70,4.7557977755338,NaN,NaN
85,NaN,NaN,1.03034986294475
90,5.32981925816285,0.000851156718554445,NaN
100,5.4403750047554,0.000829770245568689,0.809326442939903
150,3.20253458563374,0.000745212484516668,0.660389911592238
200,3.19456380921089,0.000851955893060199,0.889845731535593
250,3.12248061998335,0.00066797877456227,1.14794060694569
300,3.22913554467535,0.00104616521783343,NaN
