t,Compound_1_Obs,Compound_3_Obs,Compound_7_Obs
0,0.0400017210886014,-0.000115926903415731,152.96612349332
10,NaN,NaN,184.827331455602
15,0.0452591677844191,-8.76191336084267e-05,NaN
20,NaN,NaN,149.98229439521
25,0.104322480768842,NaN,NaN
30,NaN,0.00137675583720282,121.042488158215
40,0.240272231736476,NaN,120.815928673
50,NaN,0.00172030928719343,NaN
55,0.328517445919782,NaN,185.546323980048
65,NaN,NaN,134.236684100967
70,NaN,0.00149122436554065,NaN
75,0.286225528329713,NaN,NaN
80,NaN,NaN,169.591498500254
90,NaN,0.00159146364657512,NaN
95,0.246204878139103,NaN,151.627499012282
100,0.280918276207587,0.00160733254327799,134.674507647054
150,0.233170114981412,0.00161161702796562,151.068119065319
200,0.216128805737077,0.000986135054734991,148.218096409211
250,0.164937441364041,0.00132377940286446,NaN
300,0.256503434850214,NaN,NaN
