t,Compound_1_Obs,Compound_3_Obs,Compound_6_Obs
0,-0.69987949703961,-0.00170087095496756,0.0121680302522497
10,1.2587038421592,0.000733533357439358,0.0136337635385561
20,6.72948495100592,NaN,0.0515998179699334
25,NaN,0.049013632846359,NaN
30,NaN,NaN,0.0719767210197668
35,11.2243799967393,0.0676844221610219,NaN
45,10.4091323024759,NaN,0.109978058946268
50,NaN,0.0695730484269463,NaN
55,NaN,NaN,0.126849175427856
60,10.260805920313,NaN,NaN
65,NaN,0.0644605854944635,NaN
70,NaN,NaN,0.137023113187907
75,8.68551865963559,NaN,NaN
80,NaN,0.0590301160853633,NaN
85,NaN,NaN,0.114310617378681
95,7.0590284707467,NaN,NaN
100,5.96825640003635,0.0463986919388701,0.105215275968482
150,4.64819835463533,0.0241875888244033,0.0819794881148608
200,3.43954963080523,0.0341662814054419,0.0532526242087804
