t,epo_level,Compound_1_Obs,Compound_3_Obs
6,0,-0.0402742251402971,0.000195013376642802
6,0,0.387002319376478,0.000191318881824575
6,4.2857e-08,0.21108847684569,0.000125801668581373
6,4.2857e-08,0.267877654802889,0.000161939285223668
6,1.4286e-07,0.011927157564038,0.000166898358880476
6,1.4286e-07,0.13116727397209,0.000188742881917349
6,4.2857e-07,0.190573153911118,0.000165061689801923
6,4.2857e-07,0.238755067874458,0.000207328132637876
6,1.4286e-06,0.953732177061316,0.000174568762108729
6,1.4286e-06,1.0142824423193,0.00014303714659253
6,4.2857e-06,1.47184011011676,0.00024155115828861
6,4.2857e-06,1.64056746246088,0.000297848229835979
6,1.4286e-05,2.23577743257547,0.000362792377332114
6,1.4286e-05,2.28838716259023,0.000372540990051928
6,4.2857e-05,2.43301479693097,0.000430119505291389
6,4.2857e-05,2.64858641780454,0.000431296996931409
