t,Compound_1_Obs,Compound_3_Obs,Compound_7_Obs
0,0.0571132220408946,-0.00779191675506263,4.95187427725094
10,NaN,-0.0089569663446489,2.84232940637755
15,4.12028692395549,NaN,NaN
20,NaN,0.02876779483852,1.18410382974442
25,8.81261438716337,NaN,NaN
30,NaN,NaN,2.40579688022947
35,NaN,0.0693384173956393,NaN
40,10.2805317434241,NaN,NaN
45,NaN,0.0618323728632562,4.90832704346451
55,9.83227371717207,NaN,5.02978367390282
60,NaN,0.0833117312381893,NaN
70,NaN,NaN,8.29129704707606
75,9.63782520981604,0.0534272222973559,NaN
85,NaN,NaN,9.22423622972483
90,8.28855853450656,NaN,NaN
95,NaN,0.0470203791817409,NaN
100,8.18363274403142,0.0487120023301245,10.0375288657282
150,6.66488993178975,0.0261174835914455,6.59781540992812
200,4.15637885384189,0.0154965416577595,5.21152726018244
250,5.72836131018151,NaN,NaN
300,4.40182348115486,NaN,NaN
