t,epo_level,Compound_6_Obs
18,2.5e-09,-0.00723835619212383
18,2.5e-09,0.0091469636267954
18,2.5e-09,0.00916803702558302
18,2.5e-08,0.00592332415364547
18,2.5e-08,0.011407125841282
18,2.5e-08,0.0125025399479962
18,1.25e-07,0.025871527694202
18,1.25e-07,0.0321971483237462
18,1.25e-07,0.041042931870216
18,2.5e-07,0.0329963056320425
18,2.5e-07,0.0413511839967754
18,2.5e-07,0.0418912051394101
18,1.25e-06,0.0522250090683625
18,1.25e-06,0.0564691931573708
18,1.25e-06,0.0600500909279502
18,2.5e-06,0.0510117094736194
18,2.5e-06,0.0521994535888315
18,2.5e-06,0.0632204211573158
