t,epo_level,Compound_6_Obs
23,6.6667e-07,0.000448218030619607
23,6.6667e-07,0.000487267636018291
23,1.3333e-06,0.000326664763450196
23,1.3333e-06,0.000472248526208953
23,2.6667e-06,0.000480176620662911
23,2.6667e-06,0.000582127725212242
23,5.3333e-06,0.000453851523401283
23,5.3333e-06,0.000407673392897883
23,1.0667e-05,0.00051091243143241
23,1.0667e-05,0.000535322279938285
23,2.1333e-05,0.000482329834671229
23,2.1333e-05,0.000429935275991148
23,4.2667e-05,0.000321460479593935
23,4.2667e-05,0.000376063919234636
