t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_6_Obs,Compound_7_Obs
0,-0.662717297096012,-0.00357080364065378,2.47171130822754,0.00737137151879029,2.19715644851438
15,3.94151572818152,NaN,NaN,NaN,NaN
20,NaN,0.0403211176583898,NaN,NaN,NaN
25,NaN,NaN,NaN,NaN,3.28909254692101
30,9.01669705528825,NaN,2.56599509090534,NaN,NaN
40,NaN,0.0662053074163059,NaN,0.101978581027289,NaN
50,10.9387293532906,NaN,NaN,NaN,NaN
55,NaN,NaN,NaN,NaN,9.57534791173184
65,9.31881983806125,0.0583583381091929,7.68765882699078,NaN,NaN
80,NaN,NaN,NaN,NaN,10.5388412774402
85,7.83545693697911,NaN,NaN,0.115121078911174,NaN
90,NaN,0.0439538334664566,NaN,NaN,NaN
100,7.63738546259449,0.0417905397367841,9.31312886795672,NaN,11.3982757676378
150,4.65123667038336,0.0426511402585833,7.9427432720948,0.0559491025348828,7.60243987291834
200,4.84752714452098,0.0399579675269554,4.94772524110708,0.0624656281167122,4.81579750220441
250,2.11192833314859,NaN,3.64760123729551,0.0507807606607058,7.83541188565291
300,2.41885768260767,NaN,4.34533985747566,0.0550524535297684,NaN
350,4.1756415960514,NaN,5.3034516756962,NaN,4.54881351452742
400,NaN,NaN,NaN,0.0651997526669643,3.32449214170363
450,NaN,NaN,4.88489381540793,NaN,NaN
500,NaN,NaN,NaN,0.067516508589944,5.39920569275019
600,NaN,NaN,NaN,0.0588877045024968,NaN
