t,Compound_1_Obs,Compound_3_Obs,Compound_7_Obs
0,0.0397203342891576,0.000340920699769998,171.096095629434
10,NaN,NaN,157.95305818034
15,0.0528887758244609,0.000362330662573215,NaN
25,NaN,NaN,151.475274064209
30,NaN,0.00125809910419359,NaN
35,0.213742696053051,NaN,160.741642290207
45,NaN,NaN,142.116277499945
50,0.285889860495539,0.00169703357122869,NaN
60,NaN,NaN,144.589889439911
70,0.272780600592809,0.00209413134122843,NaN
75,NaN,NaN,120.907570059262
90,NaN,0.00197124324839832,NaN
95,0.270140167102316,NaN,162.216370453373
100,0.251764423803451,0.00153184630928301,147.028200521584
150,0.194570174848143,0.00105770849886273,154.417580686103
200,0.19341887543088,0.000958922502166665,121.622481582013
250,0.130726024709485,0.000921775766205417,NaN
300,0.188511995621946,NaN,NaN
