t,Compound_1_Obs,Compound_3_Obs,Compound_6_Obs,Compound_7_Obs
0,0.0674775058997125,0.000137305109132372,0.000207782106837589,1.84080039316078
15,10.0262003103361,NaN,NaN,1.05940064872258
20,NaN,NaN,0.00204539044395042,NaN
25,8.08081306392091,0.00238849330505946,NaN,NaN
30,NaN,NaN,NaN,0.754966042764132
40,6.16031501007623,NaN,NaN,NaN
45,NaN,NaN,0.00195331434918294,0.894999803711574
50,NaN,0.00123027892992407,NaN,NaN
55,6.0237511116073,NaN,NaN,NaN
60,NaN,NaN,NaN,0.795838537755694
65,NaN,NaN,0.00193081503747316,NaN
75,5.48879154432326,0.00108704018520525,NaN,0.775757361611415
90,4.07807172324488,NaN,0.00186482690261926,NaN
95,NaN,NaN,NaN,0.963488837605665
100,4.45016709394868,0.00104809014959073,0.00220969656030239,0.890968843787603
150,4.83561257163947,0.00102403696254182,0.00189039841279276,0.995586707545241
200,3.59262976823744,0.000796380886836086,0.0015557434579983,0.948282703037031
250,3.93845299045812,0.000929972530856353,0.00192292809339424,1.14327841733726
300,NaN,0.000870264853976892,0.00180866759769798,NaN
400,NaN,NaN,0.00172238568660342,NaN
