t,epo_level,pEpoRpJAK2_Obs,CISHnRNA4_Obs,SOCS3nRNA2_Obs,SOCS3RNA_Obs,SOCS3_Obs
16,0,-0.000744456179074753,7.14996654839764e-05,-0.00027313781115453,0.00344895648392789,0.482154631128234
16,0,-0.0370614788663432,6.21984460517258e-05,7.38519281935531e-05,0.00521625701498282,2.09115719688706
16,4.2857e-08,0.424000911767464,0.000776654035189205,0.00946291818244404,0.175531230773515,20.0972207550089
16,4.2857e-08,0.40384185426065,0.000628557612476687,0.00792523481345085,0.177558928858379,19.5605149783872
16,1.4286e-07,0.373598271211307,0.00023483215607305,0.00526373794141994,0.0318064855169482,4.49559937791163
16,1.4286e-07,0.307392088054187,0.000208471520769655,0.00417321729352937,0.0307359583106855,2.68474289304175
16,4.2857e-07,0.11037475665127,0.000142259914196265,-0.000716640830289495,0.0102903134450788,1.73478396267625
16,4.2857e-07,0.149893767460544,0.000140204299344004,0.00101458116161013,0.00123901237771799,1.65643379813442
16,1.4286e-06,0.389511479104225,0.000823128848168444,0.00741442138371087,0.172703579840243,22.1334799237269
16,1.4286e-06,0.398128985541484,0.000885359485864281,0.0067801578336613,0.205967885727507,21.6559676511173
16,4.2857e-06,0.3706589024204,0.00048440137752506,0.0146131014178793,0.0995155237864073,13.669868668056
16,4.2857e-06,0.368035521965976,0.000464269618923755,0.0158063747040781,0.105437633096498,12.1331324800825
16,1.4286e-05,0.225902332939517,5.27690149081041e-05,0.00257312456858549,0.0209476107602181,0.350994948007603
16,1.4286e-05,0.192282771199318,0.000204975529091706,0.000525285824981928,0.00842649570722072,1.73610358285403
16,4.2857e-05,0.0171647610614515,0.000216840130143239,0.00202725634646586,0.00278768106712961,0.705714142858062
16,4.2857e-05,0.0742506401919892,8.69514470507565e-05,-0.00151948700676802,0.0143637948089244,1.60554491408449
