t,epo_level,Compound_2_Obs,Compound_4_Obs,Compound_7_Obs
29,2.5e-09,-33.8759199942538,0.108867117772058,78.5865088747156
29,2.5e-09,145.709202127535,0.102717684577687,-42.881874066472
29,2.5e-09,160.786176650099,0.111310390841207,43.9191760076823
29,2.5e-08,307.10394010347,0.162243984458596,274.300252949523
29,2.5e-08,319.152962481507,0.151420971738677,306.297897210179
29,2.5e-08,398.796332682041,0.154294251334738,275.763814335989
29,1.25e-07,1333.28963862013,0.181312694397763,669.780702499169
29,1.25e-07,1350.94983110739,0.149214697954847,786.43192180499
29,1.25e-07,1381.49916619923,0.178916152264025,780.780414255459
29,2.5e-07,1669.32223668236,0.181349565642519,977.685609675845
29,2.5e-07,1735.07940164213,0.188986024236266,984.406504462824
29,2.5e-07,1807.49724705588,0.186385468885816,1095.27499500929
29,1.25e-06,1959.64767283216,0.22157727666614,1120.33030545472
29,1.25e-06,2006.64230508021,0.213769946331458,1023.13601667756
29,1.25e-06,2095.81102048495,0.214159417897663,1049.83025964149
29,2.5e-06,1921.34419692403,0.239951206065689,1117.06449486748
29,2.5e-06,2079.86968792568,0.23715428235812,1046.05061173112
29,2.5e-06,2093.37902822927,0.228735291417967,1083.08647959661
