t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs,Compound_6_Obs,Compound_7_Obs
0,31.7001326887084,-36.4320025737259,-0.0050205810683606,73.0089269342933,-7.00846510962376
5.5,NaN,82.707535906684,NaN,NaN,NaN
6,NaN,NaN,0.995996450430568,NaN,61.8486860031986
6.5,NaN,NaN,NaN,28.780634476861,NaN
7,55.6971505615976,NaN,NaN,NaN,NaN
10,NaN,449.187886836456,NaN,NaN,218.929147325324
15,427.502279816853,809.121579785145,0.466254345816899,29.9355777895055,NaN
20,609.53509924284,NaN,0.296104519656036,40.8798175330551,676.097404181582
25,NaN,1266.99080668357,0.205404925772958,46.2384016914169,700.662068284019
30,737.580141529447,1453.72044058356,NaN,NaN,NaN
35,NaN,NaN,0.145799417352454,44.8757455686904,720.838427486298
40,635.548127493924,1217.00532333959,NaN,NaN,662.896279022806
45,NaN,1157.23546513121,0.0943177649582437,60.3162362602434,NaN
50,509.049904784811,NaN,NaN,NaN,482.444344123906
55,NaN,NaN,NaN,63.688291942945,NaN
60,340.412023675496,797.91070739649,0.0507534068376019,NaN,NaN
65,NaN,NaN,NaN,69.7006584940373,373.607869256317
70,NaN,676.064371926663,0.0827206825810352,NaN,NaN
75,281.769034719992,NaN,NaN,NaN,285.39764556019
80,NaN,NaN,NaN,75.7707034330514,NaN
85,NaN,516.851040301812,NaN,NaN,NaN
90,199.970729625303,NaN,0.0637428534199549,NaN,NaN
95,NaN,NaN,NaN,74.538564607908,188.234962156935
100,176.879722125445,367.808877246191,NaN,75.0353740847112,166.606462422342
150,83.9534277716558,NaN,NaN,73.9065974503409,90.0303437782809
