t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs,Compound_6_Obs,Compound_7_Obs
0,5.88403783044211,-0.00781967456480223,0.0101263041577146,77.1985566428512,0.286852430882101
10,4.63927824518813,NaN,0.854763694615239,NaN,NaN
15,NaN,0.123338011742389,NaN,0.635507284825033,58.1425572589218
25,5.85830004465698,NaN,0.239267796627241,NaN,NaN
30,NaN,0.116601930846968,NaN,13.6826545539427,49.6637606802763
35,5.93779524378646,NaN,0.188157655790184,NaN,NaN
45,NaN,0.108848470260356,NaN,31.4584719587704,38.7552083343998
50,5.86867004082204,NaN,0.16606611340788,NaN,NaN
60,NaN,NaN,NaN,35.7827630794404,31.8089706475182
65,6.63785242041377,0.102591076127488,0.107367961516949,NaN,NaN
75,NaN,NaN,NaN,34.5745680115374,NaN
80,NaN,0.120436948699171,0.106786518754786,NaN,29.0273663697415
85,6.27944542845844,NaN,NaN,NaN,NaN
95,NaN,NaN,NaN,42.4532842985131,NaN
100,5.93964604985945,0.10507475327879,0.0806468768158252,41.6341139392881,23.5635188387982
150,5.74507385713182,0.108492006640067,0.068965996883745,54.5707643148167,20.1517811512647
200,6.31067706339978,0.0889070879195145,NaN,52.9929245110689,17.9929083635179
250,NaN,0.0901758447589268,NaN,59.1569919265486,17.217716304089
300,NaN,NaN,NaN,64.0072821812216,17.2872162633339
