t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs,Compound_6_Obs,Compound_7_Obs
0,42.7588205706062,-5.53788520568154,-0.00311702479285878,76.3999212639699,12.3388963039031
5,NaN,NaN,NaN,NaN,42.4982646722206
5.5,NaN,114.35521581666,NaN,NaN,NaN
6,NaN,NaN,0.398780699324965,NaN,NaN
8,48.7563551676026,NaN,NaN,44.6506381967268,NaN
10,NaN,291.685841423455,NaN,NaN,154.226781681977
15,344.046270727265,523.400425446415,0.0890741436235506,42.3219782561991,339.476597645814
20,NaN,NaN,0.0666203183408706,NaN,512.431774260237
25,526.894700248829,914.672632541649,0.0551128554454566,58.0173639786087,533.420209484613
30,NaN,967.463510701453,NaN,NaN,NaN
35,497.389391520558,NaN,0.0279981745787684,56.0218468227834,499.286648403699
40,NaN,873.211872843827,NaN,NaN,443.691203008467
45,387.372320223008,807.675144511441,0.0276128432227219,65.2720587153343,NaN
50,NaN,NaN,NaN,NaN,317.990777688642
55,301.837570712585,644.880324344004,NaN,69.6237219484918,NaN
60,NaN,NaN,0.014116651969231,NaN,265.115323036423
65,NaN,485.657254719576,NaN,NaN,NaN
70,208.318234374395,NaN,NaN,76.4868279478949,226.09295981327
75,NaN,NaN,0.0272880398792729,NaN,NaN
80,NaN,264.930485430905,NaN,NaN,NaN
85,143.381525239903,NaN,NaN,81.8315116168577,151.963744449576
95,NaN,273.978662035646,NaN,NaN,NaN
100,88.3946772110002,199.276317572321,NaN,68.9945719273725,88.9599936750494
150,71.0606492333742,151.881582951004,NaN,75.0297325327188,NaN
200,44.7815669560832,NaN,NaN,NaN,NaN
