t,input_il6,Compound_5_Obs,Compound_6_Obs
430,0.1,45.6699090613163,25.8777687446171
430,0.1,48.1527070462718,22.001785924727
430,0.5,49.6163322989794,22.6863979069183
430,0.5,49.9948946629004,27.062818836025
430,1,49.8550774640735,24.5511962800042
430,1,48.3946011067487,27.2879116848501
430,2.5,52.0341052107181,31.7110593130211
430,2.5,53.9817689453275,30.2007828062466
430,5,60.0479840734077,38.8659118972089
430,5,62.1267267122904,38.8500553037525
430,10,59.6513819533049,24.8668664178772
430,10,49.5493950942094,25.2765932168425
430,25,57.6930319618613,35.1282124850973
430,25,56.2553614384858,34.0923729374609
430,50,53.1672116218944,31.8329703178161
430,50,51.0387153498695,33.2675233819693
430,100,63.3238412429215,36.3315868934229
430,100,59.2290370740186,35.8700886548795
430,500,59.0888963685909,41.5131291020293
430,500,60.890902184356,40.4967694670849
