t,input_il6,Compound_4_Obs
24,0.1,23.7978313644661
24,0.1,25.4353149982796
24,0.1,24.9507412737769
24,0.1,24.8921276713663
24,1,23.7282305831154
24,1,26.4418104094605
24,1,25.9830059613117
24,1,23.0619114386109
24,5,24.6103159641025
24,5,23.78096608626
24,5,23.2307666821157
24,5,23.8231226987315
24,10,23.9071896780725
24,10,25.1195221196862
24,10,24.884269752998
24,10,25.6970078678075
24,50,25.3740921594865
24,50,25.2419705403371
24,50,24.9354550518894
24,50,25.803673960547
24,100,23.1573807424928
24,100,25.2907475995036
24,100,23.5589246653523
24,100,23.6979853494243
24,500,24.2681516453836
24,500,24.3658639339218
24,500,24.6478755676182
24,500,25.8003423018925
