t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs
0,30.2960243851229,0.0132557639951205,24.3051175682097
6.5,57.2950758845049,NaN,25.2026346107626
9.5,NaN,0.249632101737142,NaN
15,68.2598979402551,NaN,25.0700611318784
20,64.3917669782134,0.379784921829713,24.5133234661652
25,NaN,NaN,25.6196446709132
30,54.3432083730979,0.24507072650347,NaN
35,51.9869548749621,NaN,23.5426573599601
45,40.2554067481798,0.106562337539602,25.0307888129742
55,43.0750204097973,0.1130120587583,24.5999712515227
70,43.0103603745223,NaN,26.624041833801
75,NaN,0.0899957216741201,NaN
85,44.8686876778458,NaN,24.0677955584598
100,43.2641985757493,NaN,25.3343999032521
