t,input_il6,Compound_5_Obs,Compound_6_Obs
2000,0.1,48.5437068552804,26.1398931989285
2000,0.1,49.1331939722175,27.4594432711868
2000,0.5,50.2839402232087,24.9930726647407
2000,0.5,50.7515560043824,28.1221105274552
2000,1,49.444415931171,29.2067092545233
2000,1,51.9870120189911,30.9232563033177
2000,2.5,52.3403982510969,31.3085336804699
2000,2.5,52.8845531396834,28.5480204955104
2000,5,48.6721491287968,32.6807227895887
2000,5,56.1030910617331,31.7289005733953
2000,10,54.6301111686198,31.3733308855491
2000,10,58.1763867637446,36.4635358739543
2000,25,55.7085538348061,33.6099206291001
2000,25,59.2183050716544,35.0199139011821
2000,50,54.7549291895317,37.9529724814955
2000,50,59.7511622072921,40.1100467399501
2000,100,63.0719334926741,39.2801437269558
2000,100,65.5507710085242,40.6935148396349
2000,500,62.9067550557313,44.634319428999
2000,500,64.1162808829949,43.1665675245808
