t,Compound_5_Obs,Compound_6_Obs,Compound_7_Obs
0,50.2636983295334,27.4557915698567,0.0874581867400581
90,NaN,27.3707563081291,NaN
95,NaN,NaN,0.0901572654938623
100,53.5166915327222,NaN,NaN
200,53.9153316798082,25.3852809011971,0.0808832743734069
300,NaN,29.1268838322336,0.0804570920657416
350,50.2663309465267,NaN,NaN
400,NaN,28.1066571087306,0.0795498893835251
450,51.495884339565,NaN,NaN
550,NaN,24.7722222724396,0.0861594449814777
600,51.7059120941908,NaN,NaN
650,NaN,26.3279513405958,NaN
700,NaN,NaN,0.0832935923394423
750,50.4175205135152,NaN,NaN
850,NaN,27.9589793705683,0.0882233949517966
950,55.5700368507168,NaN,NaN
1000,55.0735709099523,25.9322698257249,0.0813972935638422
