t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs
0,25.6598084075157,0.00680321853581938,24.2731156994344
9.5,NaN,NaN,25.8015553946647
10,36.083978147246,NaN,NaN
20,46.6978416799135,0.111625143274736,24.8105612398105
30,NaN,NaN,26.1330017067973
35,42.9613133082022,0.104740286640366,NaN
40,NaN,NaN,24.822184056876
45,40.5927975336116,NaN,NaN
55,NaN,0.0704294486599808,25.6682080209169
60,39.7892081532925,NaN,NaN
70,NaN,NaN,26.2233579240287
75,36.51309724532,NaN,NaN
80,NaN,0.0538928189649399,NaN
85,NaN,NaN,26.0788886049219
95,33.5034007864605,NaN,NaN
100,38.9055211828464,0.0466190918934259,25.8451110919558
150,33.6316259770133,0.0439658964515118,24.2789000300359
200,35.1094520677808,0.0403363345851779,23.3260150948761
250,NaN,0.0408546888497195,NaN
300,NaN,0.0357345892317206,NaN
