t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs
0,24.7102338101482,0.00416144634027567,26.3617108383218
7.5,37.685425133888,NaN,NaN
8.5,NaN,NaN,27.2678697446714
10,NaN,0.0872377536359126,NaN
15,52.9291920488509,NaN,23.6198879945017
25,51.7294767711097,0.196748909743502,23.489759381514
35,47.058454772325,NaN,24.7479384243036
40,NaN,0.117647316774351,NaN
45,40.9628003834203,NaN,NaN
50,NaN,NaN,26.0526512752976
55,40.6525580943556,0.0790096699677003,NaN
60,NaN,NaN,25.7374466494799
65,39.7572260659788,NaN,NaN
75,NaN,0.0703954420015958,NaN
80,NaN,NaN,23.2126514651909
85,39.1216682948994,NaN,NaN
95,NaN,0.0572995753164359,25.4825880475615
100,37.2785201283242,NaN,25.697569862973
150,38.1825947140111,NaN,23.3332323336487
