timepoint,cGlu_Obs,Ind_Obs
0,-4.19390898486381,-0.000630845708659092
250,8.73441111357471,NaN
400,NaN,0.005011990428174
500,8.30298910098338,NaN
800,10.2459625562686,0.00343885431379157
1000,8.76653539174982,NaN
1500,6.53369544479596,0.00399787955335706
2000,10.082824359089,0.00310325262539234
2500,7.63143219029453,NaN
3000,5.37593684451639,0.00196792923429046
3500,6.91891385497592,0.000963674612854647
4500,5.67465376392829,0.00188081160335956
5000,6.64669802043774,0.00231428325224414
6000,7.56447160493413,0.00139928986474534
7500,NaN,0.000452267625782868
