t,epo_level,STAT5_Obs,SOCS3nRNA2_Obs,SOCS3_Obs
33,6.6667e-07,10.2273070526535,0.000346944004720653,0.603091608503269
33,6.6667e-07,15.7701170161342,0.000230156999058065,0.953767009782665
33,1.3333e-06,13.5381307265622,0.00028529387473067,1.37555484399157
33,1.3333e-06,13.3141142701719,0.000238322710741811,1.11761242004245
33,2.6667e-06,10.4415244204105,0.000256611424884185,1.08760013178071
33,2.6667e-06,15.5287500218732,0.000262149739572879,0.988666625251741
33,5.3333e-06,13.6822120736209,0.000271422769462659,1.03313168610213
33,5.3333e-06,9.34778869344001,0.000289105392150571,0.865888654732543
33,1.0667e-05,11.4352663692725,0.000316675609130883,0.992758360770045
33,1.0667e-05,12.7296630894629,0.000305297904830613,0.955134628276032
33,2.1333e-05,8.46845829311485,0.000283826185172623,1.33893022422662
33,2.1333e-05,10.712119673131,0.000228480364704486,0.957345985068557
33,4.2667e-05,11.5632106001734,0.000248605486784468,0.982955704118266
33,4.2667e-05,14.4213163017094,0.000265822331922572,0.739970160743518
