t,epo_level,PTP_Obs,nSTAT5_Obs,npSTAT5_Obs
5,2.5e-09,35.7676917549026,0.138100956820744,0.222567427134204
5,2.5e-09,37.9553256029654,-0.0164694018265288,0.593199752146691
5,2.5e-09,39.4607662009882,-0.0103334741214045,-0.170546904044609
5,2.5e-08,39.4457895689888,-0.166379151836914,-0.579850157497403
5,2.5e-08,40.156686414286,0.448322471954405,0.69950059205995
5,2.5e-08,41.1508624669287,0.218955175631458,0.440184964166934
5,2.5e-07,39.1715905295216,1.34592778516106,9.25165735540068
5,2.5e-07,41.5023424180887,1.1334220093345,9.76636592897008
5,2.5e-07,42.9506568377086,1.40010711069363,9.78695693337221
5,2.5e-06,40.2754113669793,2.62821225106593,14.8592523339987
5,2.5e-06,42.311549476335,2.78157225467579,15.4343479565606
5,2.5e-06,45.3358174668326,2.57580112848772,14.9538585919061
5,2.5e-05,31.6088630760263,2.99885384361812,14.5675805754125
5,2.5e-05,36.0038369371364,2.77877625232235,14.5060544869033
5,2.5e-05,38.6132864637907,2.9171442020924,13.4100045300408
