t,Reelin_input,ApoER2_Dab1_Obs,ApoER2_Dab1SFK_Obs,ApoER2_re_Dab1SFK_Obs,ApoER2_Dab1_released_Obs,SFK_Obs
12,0,1.36846219015194,6.63863233112444e-05,1.48048141757454e-06,0.0277661314943408,0.000739660736642185
12,0.00012207,1.17313650440907,7.05791926371851e-05,8.30619239147329e-07,0.0348197253978084,0.000802388616586396
12,0.00024414,1.12048705644046,8.50713960988173e-05,1.48659089685793e-06,0.0370595662577132,0.000706080031325062
12,0.00048828,1.20096857333774,6.95401249772941e-05,4.97246040329743e-06,0.0394607131200702,0.00104265717421487
12,0.00097656,0.737393900782251,7.46132405313363e-05,2.22705432294258e-05,0.0664302811375817,0.00125579277154106
12,0.0019531,1.02097209080279,7.33938136922764e-05,9.12743895290779e-05,0.0428128264259936,0.000895669833063292
12,0.0039062,1.00051849907396,6.08735559201317e-05,0.000198789671691278,0.0944282252273051,0.000650641709959708
12,0.0078125,0.636625980373015,4.50452209958656e-05,0.000306512027956534,0.15710349947225,0.000568270698834373
12,0.015625,0.750249254690453,2.37584289557145e-05,0.000593649209676052,0.253328654404052,0.000233399055062797
12,0.03125,0.821241677355421,1.7360728275129e-05,0.00064473953586015,0.329464642259901,0.000221415335707404
12,0.125,0.516851401989595,4.11132602178631e-06,0.00100563710245702,0.432751278139292,7.01772372856366e-05
12,0.25,0.652162850475851,2.85663306402064e-06,0.00118976320228409,0.27253840137236,4.24236235838575e-05
12,0.5,0.626591489086137,1.88705269376417e-06,0.000913084066118825,0.43071740677683,3.07365102183505e-05
12,1,0.606892943983433,7.12047995482213e-07,0.000792553162081287,0.359238310500128,9.93508456954175e-06
