observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
IRS_Obs_1	IRS_Obs	IRS	lin	sd1_IRS_Obs	normal
IRS_Obs_2	IRS_Obs	IRS	lin	sd2_IRS_Obs	normal
IRS_Obs_3	IRS_Obs	IRS	lin	sd3_IRS_Obs	normal
IRSiP_Obs	IRSiP_Obs	IRSiP	lin	sd1_IRSiP_Obs	normal
IR_Obs	IR_Obs	IR	lin	sd1_IR_Obs	normal
IRiP_Obs_1	IRiP_Obs	IRiP	lin	sd1_IRiP_Obs	normal
IRiP_Obs_2	IRiP_Obs	IRiP	lin	sd2_IRiP_Obs	normal
IRiP_Obs_3	IRiP_Obs	IRiP	lin	sd3_IRiP_Obs	normal
IRi_Obs_1	IRi_Obs	IRi	lin	sd1_IRi_Obs	normal
IRi_Obs_2	IRi_Obs	IRi	lin	sd2_IRi_Obs	normal
IRi_Obs_3	IRi_Obs	IRi	lin	sd3_IRi_Obs	normal
IRins_Obs_1	IRins_Obs	IRins	lin	sd1_IRins_Obs	normal
IRins_Obs_2	IRins_Obs	IRins	lin	sd2_IRins_Obs	normal
IRins_Obs_3	IRins_Obs	IRins	lin	sd3_IRins_Obs	normal
XXp_Obs_1	XXp_Obs	XXp	lin	sd1_XXp_Obs	normal
XXp_Obs_2	XXp_Obs	XXp	lin	sd2_XXp_Obs	normal
XXp_Obs_3	XXp_Obs	XXp	lin	sd3_XXp_Obs	normal
