t,epo_level,Compound_2_Obs,Compound_6_Obs
7,2.5e-09,-16.8729366956034,0.00659094508741006
7,2.5e-09,-5.04503957417705,-0.0044135182401025
7,2.5e-09,-0.366921333975513,-0.000735442143578778
7,2.5e-08,12.9297238235909,0.00576889301014413
7,2.5e-08,15.2275832683892,0.00428481882026041
7,2.5e-08,33.5394505256066,0.0229321974487203
7,2.5e-07,69.8043834332316,0.138978880868876
7,2.5e-07,95.8395763208496,0.125214146835379
7,2.5e-07,109.040735154632,0.122656385499532
7,2.5e-06,102.696883291058,0.238538360905529
7,2.5e-06,113.100195866805,0.286562989095927
7,2.5e-06,115.960863854664,0.289701406388133
7,2.5e-05,95.2861509720689,0.415656778575961
7,2.5e-05,103.890607159196,0.42582139208885
7,2.5e-05,105.853807708709,0.457981924532222
