t,Compound_2_Obs,Compound_3_Obs,Compound_6_Obs,Compound_8_Obs,Compound_9_Obs,Compound_11_Obs,Compound_13_Obs,Compound_14_Obs
0,1.16661165938324,95.1677835271064,-0.00997814473258736,-0.00826904995327456,224.973959181828,-9.79684907181758,-98.3531922089182,178.874950111708
10,NaN,-136.445551954762,0.798691195847295,NaN,NaN,-43.1938439462085,44.4574123428273,NaN
15,20.6513149269709,NaN,NaN,0.00238796083500401,168.150576006741,NaN,NaN,301.812118636183
20,NaN,NaN,0.297986977578583,NaN,NaN,NaN,NaN,NaN
25,21.6093743187162,163.290085899739,NaN,NaN,274.579714825945,161.612947528662,341.372701432563,346.951264863726
30,NaN,NaN,NaN,-0.00166458320853397,NaN,NaN,NaN,NaN
35,NaN,NaN,0.171547176065399,NaN,NaN,NaN,NaN,NaN
40,20.8334131563388,468.76486469754,NaN,NaN,245.958912775904,475.146229942413,1203.04555373069,835.121501761482
45,NaN,NaN,0.0776916057377842,0.00946819231675365,NaN,NaN,NaN,NaN
50,NaN,747.63886407991,NaN,NaN,NaN,612.495013534169,1262.72410721313,NaN
55,23.6818778089634,NaN,NaN,NaN,315.347078339406,NaN,NaN,1186.29625114049
60,NaN,NaN,0.106584012446936,0.0263626522490379,NaN,NaN,NaN,NaN
65,NaN,882.017326588646,NaN,NaN,NaN,NaN,1416.0708423676,NaN
70,19.1653805443691,NaN,NaN,NaN,NaN,885.40468492117,NaN,1365.43726451355
75,NaN,NaN,0.0984529401695079,NaN,216.693227976878,NaN,NaN,NaN
80,NaN,NaN,NaN,0.0437711146856217,NaN,NaN,NaN,NaN
85,NaN,958.994113541093,NaN,NaN,NaN,886.268108238932,1803.69611634176,NaN
90,16.09603573916,NaN,0.0885655581969423,NaN,216.725348144062,NaN,NaN,1358.18840155988
100,24.51612110556,990.709257266666,0.0711975357521875,0.0543816216451129,209.964977533079,897.486221379198,1330.22051689451,1220.2393847922
150,21.7138420927574,615.833795757609,0.0394136440182254,0.0996084868637625,279.783635988098,866.693335334612,1639.33955521801,874.483090585538
200,13.5891043645373,798.489269258377,NaN,0.114796859539311,194.43474997512,768.970945064413,1220.2502194355,1013.35977016414
250,13.1296015360635,588.383076461547,NaN,0.123947310243691,242.41738983139,577.976014265816,1581.96243888847,659.105611622007
300,13.2268294721615,666.922685167664,NaN,0.135704978400517,228.199520431132,704.339693036204,1236.94085326703,862.519333589069
