t,Compound_2_Obs,Compound_3_Obs,Compound_6_Obs,Compound_8_Obs,Compound_9_Obs,Compound_11_Obs,Compound_13_Obs,Compound_14_Obs
0,0.227751491824189,-0.657419069739554,-0.000916487539012078,-0.00509251217977272,0.0162748728900774,43.2957552454264,1.97921604314861,-6.26928893390373
10,NaN,-0.575334540010266,0.0188620377705503,0.06215715670572,NaN,36.4305835382626,-7.50620530817915,-0.132616286621613
15,0.490274115660684,NaN,NaN,NaN,0.0106568057833592,NaN,NaN,NaN
20,NaN,NaN,0.0258688202530965,0.105527849071663,NaN,NaN,NaN,NaN
25,NaN,6.87063749295663,NaN,NaN,NaN,37.5387847296208,6.14304896504794,0.952198672664923
30,0.998881269735474,NaN,NaN,0.0810107072617557,0.0172314588848749,NaN,NaN,NaN
35,NaN,6.93938198151251,0.0149764507020155,NaN,NaN,NaN,9.42067874582729,NaN
40,NaN,NaN,NaN,NaN,NaN,57.360082173469,NaN,8.49802105013006
45,0.916143685244726,NaN,NaN,0.0367644435705321,-0.00475371349720189,NaN,NaN,NaN
50,NaN,20.1131246251132,0.00996630837415068,NaN,NaN,32.7939415916606,42.9611940435473,14.0671291314502
55,NaN,NaN,NaN,0.03439650636006,NaN,NaN,NaN,NaN
60,1.15672293977887,32.1145952662039,NaN,NaN,NaN,NaN,NaN,NaN
65,NaN,NaN,0.00678295330832057,NaN,0.0537903531022003,NaN,47.897976356297,NaN
70,NaN,NaN,NaN,0.026255661765688,NaN,72.215321714341,NaN,34.5907592213393
75,NaN,31.9316365052259,NaN,NaN,NaN,NaN,NaN,NaN
80,0.909853675830209,NaN,0.00792753495413823,NaN,NaN,NaN,51.8940418195635,NaN
85,NaN,NaN,NaN,0.0195210863230499,0.0522393674615221,73.5909779081878,NaN,29.2917411142431
95,NaN,39.8855134100353,NaN,NaN,NaN,NaN,NaN,NaN
100,1.135240506095,38.4829687961765,0.00492590568029939,0.0400138902568141,0.0779055920792364,68.2521646941075,62.3305048912569,40.2555814851685
150,0.98645735107344,34.4958663371341,0.00215107096863494,0.0215988477916781,0.18527782837145,89.608086439507,74.3261170275591,29.8212825772805
200,1.03517958930323,34.150115832877,NaN,NaN,0.258470256302516,64.118769112145,66.8212839470468,40.0088109755631
250,0.779867646280132,35.0449467439774,NaN,NaN,0.318746218213556,70.9344251202525,60.593042265968,36.7031417599863
300,0.932427191621748,33.4160115258641,NaN,NaN,0.359609973171953,59.4000540281777,55.8664934683111,29.8863665941427
