t,epo_level,Compound_3_Obs,Compound_11_Obs,Compound_13_Obs
6,2.5e-09,-0.30075996976386,42.4982443415539,5.40338024738846
6,7.905e-09,-0.491135278792347,38.0295961334538,3.07640696737929
6,7.905e-09,0.640951794801607,38.6777855897628,9.07236199736005
6,7.905e-09,1.29812264736208,29.6416554501276,-0.759194357827111
6,1.25e-08,-0.250691402830768,42.8783513763486,-0.111561732072311
6,1.25e-08,-0.0037272932626978,31.1312978471991,0.260747701474754
6,1.25e-08,0.351355081721837,33.6405800684059,-4.347732860976
6,1.75e-08,0.164206997254585,45.058680072341,-0.302307174309834
6,1.75e-08,1.40527224771531,31.6167671969222,4.90925025529152
6,1.75e-08,2.04011165117777,44.8363259944354,-8.81418386919954
6,2.5e-08,0.315850465546915,33.4410459439897,-0.643846220215953
6,2.5e-08,0.967302942450512,40.9177833959947,-7.72087840197935
6,2.5e-08,1.86608695112022,49.1845501649865,-4.57819287769148
6,3.95e-08,0.209691724250656,43.4820320120187,18.121928814065
6,7.9e-08,4.12428483432297,23.2671274561838,19.6314528310696
6,1.25e-07,5.66789591280332,37.7724695217922,55.2235258103078
6,1.7675e-07,10.3156721714558,32.7021138588745,75.2849555333322
6,2.5e-07,10.4309066520935,37.5700161272219,112.132848007614
6,2.5e-07,12.638381205125,38.5995983239348,110.710919852218
6,2.5e-07,13.9430437082604,46.8939879856731,107.072029977496
6,7.905e-07,38.785258722349,40.4063480966986,233.001682190267
6,2.5e-06,57.2546281090167,47.9266240633938,307.577627440017
