t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,19.129850996385,0.0158874418711924,1.76700928038226e-05,0.129813872672432,3.06850163810352e-05
2,NaN,12.2133916164074,NaN,NaN,NaN
2.5,NaN,NaN,0.000217290723902559,NaN,NaN
3,0.0482302572761443,NaN,NaN,NaN,0.00403860125678804
3.5,NaN,NaN,NaN,2.09715023653946,NaN
4.5,NaN,2.75061457522889,NaN,NaN,NaN
5,NaN,NaN,0.000287749791449108,NaN,NaN
5.5,NaN,NaN,NaN,NaN,0.000260131607694114
6.5,0.0612188857646726,NaN,NaN,NaN,NaN
7,NaN,7.05772718554349,NaN,NaN,NaN
7.5,NaN,NaN,NaN,8.45449855970669,NaN
8,NaN,NaN,0.000941023569230737,NaN,NaN
9,NaN,NaN,NaN,NaN,0.00624604355922915
9.5,NaN,7.53179460693013,NaN,NaN,NaN
10,0.0394647238157692,7.06446336616819,0.0031038115953774,8.08437329388824,0.00224305542448182
15,0.124259432943383,7.97912897182808,0.00117057513455421,1.79327443368326,0.0126906771614946
20,0.026370259711214,4.85144366223457,0.000790441428304309,10.8262478941177,0.0067785658883213
25,0.0102304359235172,7.13380264589327,0.000280628865009903,5.82272568049075,0.00447748290989796
30,NaN,0.741149511695243,NaN,15.4987863710041,0.001822074429206
35,NaN,4.23209418467833,NaN,NaN,0.000529513258280358
40,NaN,1.92297698229276,NaN,53.2618627446865,0.00488525984252996
50,NaN,NaN,NaN,3.57356179228666,0.0037965133710855
60,NaN,NaN,NaN,7.46962753491229,NaN
70,NaN,NaN,NaN,9.54741825272412,NaN
