t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.03522298939358,0.999386888034,0.931321625367418,0.0734003330272956,1.0191788617245
0.08,NaN,NaN,NaN,0.562576545136388,NaN
0.15,NaN,NaN,1.06261254255756,0.855393555187794,0.895827033798488
0.2,0.341357864249994,0.938022595853024,NaN,NaN,NaN
0.25,NaN,NaN,1.07153058169806,0.92484521303374,NaN
0.35,NaN,0.860207579496827,NaN,0.97493630431033,1.0180147830364
0.4,NaN,NaN,0.9789787803704,NaN,NaN
0.45,0.459189987258503,NaN,NaN,0.964473854041974,NaN
0.55,NaN,0.736886877597178,1.04719914498974,NaN,0.905546106448836
0.6,NaN,NaN,NaN,1.04619456879571,NaN
0.65,0.512026083361602,NaN,NaN,NaN,NaN
0.75,NaN,NaN,0.889284490790179,0.932865195702074,1.01291687891589
0.8,NaN,0.821554328970241,NaN,NaN,NaN
0.9,0.577131311585807,NaN,NaN,NaN,NaN
0.95,NaN,NaN,0.890550826392929,1.00691953362109,NaN
1,0.620396920906406,0.731997842564604,0.936722725040344,NaN,1.01027023089935
1.5,0.653293700869035,0.785509396429735,1.06032518517201,NaN,1.00438053171953
2,0.635213766543544,NaN,0.948190401931169,NaN,0.934330352509708
2.5,0.593004840561838,NaN,NaN,NaN,1.00064482236882
3,0.578337023604172,NaN,NaN,NaN,1.01601696777188
3.5,0.620198525146582,NaN,NaN,NaN,NaN
4,0.633567952155134,NaN,NaN,NaN,NaN
