t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.0235312600511,0.960367482659241,1.02257741994555,0.0849962143341126,0.974673195209071
0.08,NaN,NaN,NaN,0.770193469697953,NaN
0.15,0.264901523473414,NaN,NaN,1.00188442351515,0.983405666598628
0.2,NaN,0.987292334106105,0.96795298154991,NaN,NaN
0.25,NaN,NaN,NaN,0.990076208769481,NaN
0.3,0.44057228954899,NaN,NaN,NaN,NaN
0.35,NaN,NaN,NaN,0.983481376800562,1.01387351965932
0.4,NaN,1.02833009256034,NaN,NaN,NaN
0.45,0.594805865988839,NaN,0.957928130658641,0.991191293447726,NaN
0.55,NaN,NaN,NaN,NaN,0.970766202790457
0.6,0.623417133727793,NaN,NaN,0.961964930904428,NaN
0.65,NaN,0.960936498972884,NaN,NaN,NaN
0.7,NaN,NaN,0.97641152994475,NaN,NaN
0.75,NaN,NaN,NaN,1.02421893283748,0.894661898762918
0.8,0.660976381328665,NaN,NaN,NaN,NaN
0.85,NaN,0.897025466192354,NaN,NaN,NaN
0.9,NaN,NaN,NaN,0.946315614237764,NaN
0.95,NaN,NaN,0.992759017693003,NaN,NaN
1,0.666296065041837,1.05340645727074,NaN,NaN,0.94878495992485
1.5,0.644608451699445,1.01919215886309,0.9769550668508,NaN,1.0043688136085
2,0.687267096472597,1.12040653875488,0.921731929175183,NaN,0.998892508763091
2.5,0.758565345547525,0.933030498107051,1.00622558150724,NaN,0.988402803431269
3,NaN,1.06650182657519,NaN,NaN,NaN
4,NaN,1.03488750649693,NaN,NaN,NaN
