t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,0.938667321789551,1.0516120833209,1.01498718625488,-0.0290708304216014,0.991057583547622
0.08,NaN,NaN,NaN,0.732427716582605,NaN
0.1,0.316688422233893,NaN,NaN,NaN,NaN
0.15,NaN,NaN,NaN,0.962932125657158,NaN
0.2,NaN,NaN,NaN,NaN,0.940740282964413
0.25,0.437802245061379,1.03366616229619,NaN,0.939712851333444,NaN
0.35,0.489949228996766,NaN,NaN,1.0363413266307,0.972048912123021
0.45,NaN,NaN,NaN,0.95482295204591,NaN
0.5,0.618712798760669,0.954732918381734,NaN,NaN,NaN
0.55,NaN,NaN,NaN,NaN,0.91118987799941
0.6,NaN,NaN,NaN,1.00881039002455,NaN
0.65,0.6862211770711,NaN,NaN,NaN,NaN
0.7,NaN,NaN,1.05179095833945,NaN,NaN
0.75,NaN,0.979951398153331,NaN,0.996620536167309,NaN
0.8,0.701028212524218,NaN,NaN,NaN,0.994837553038257
0.9,NaN,NaN,NaN,0.947856386291408,NaN
0.95,0.69333251657433,NaN,NaN,NaN,NaN
1,0.725115366659722,0.944060210454054,NaN,NaN,1.06403441558174
1.5,0.65939227689817,1.04687199830773,1.04271862929879,NaN,0.999507470677231
2,0.667928095719455,0.959493663829862,1.02535487160243,NaN,1.05970663448432
2.5,0.695481092658431,0.986342218559841,NaN,NaN,0.969492668204364
3,NaN,0.934230389083329,0.96079259195675,NaN,0.987570585094815
4,NaN,1.00117871084561,1.00214584651192,NaN,NaN
5,NaN,NaN,1.01633893357878,NaN,NaN
6.5,NaN,NaN,0.944228777393051,NaN,NaN
8,NaN,NaN,0.919542434856694,NaN,NaN
10,NaN,NaN,1.03529579335418,NaN,NaN
