t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,0.962761442031206,0.989403509758094,0.93252210637572,-0.0294821995880178,0.988984352556087
0.09,NaN,NaN,NaN,0.98723124951847,NaN
0.15,0.536683297565721,NaN,NaN,NaN,NaN
0.2,NaN,NaN,1.03854218620194,0.971789222661655,0.870995859484302
0.3,0.70193197940798,NaN,NaN,1.03294529464176,NaN
0.4,NaN,0.399328554489029,0.983217900559088,0.988036101668627,0.967948739494417
0.5,0.706266715278573,NaN,NaN,0.906676911335538,NaN
0.6,NaN,NaN,1.0180295462108,NaN,NaN
0.65,0.765069073752603,NaN,NaN,0.976678520538782,0.898006221521961
0.8,NaN,NaN,1.00354203736753,NaN,NaN
0.85,0.768852822046036,0.403163802373524,NaN,1.01111425609779,NaN
0.9,NaN,NaN,NaN,NaN,0.87434306477524
1,0.790914466087355,NaN,0.909614280299728,1.02901822106727,0.953156380553521
1.5,0.74101166804335,0.372887965811126,1.00249611938224,NaN,0.90004438814296
2,0.755518240393861,0.423297594980481,1.02080879488356,NaN,0.972968457104356
2.5,0.82385564766236,0.406248498967392,0.999480299295606,NaN,NaN
3,0.786069249516164,NaN,NaN,NaN,NaN
3.5,NaN,0.431896291547774,NaN,NaN,NaN
