t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.02271707153252,1.08141447609998,1.00532661490104,0.00198662678084482,0.972435419294288
0.095,NaN,NaN,NaN,0.88822026272714,NaN
0.15,NaN,NaN,0.977478478011277,NaN,0.971106019354489
0.2,0.284359968077816,0.902540236307566,NaN,1.01315225896048,NaN
0.25,NaN,NaN,NaN,NaN,0.996467847983916
0.3,NaN,NaN,NaN,0.935229715686595,NaN
0.35,NaN,NaN,0.996932450040788,NaN,NaN
0.4,NaN,0.935589340054479,NaN,NaN,0.938223939759893
0.45,0.438247821507051,NaN,NaN,0.998832769835744,NaN
0.5,NaN,NaN,1.0540796047867,NaN,NaN
0.55,NaN,NaN,NaN,0.963181486672148,0.986350589770496
0.65,0.555875588806105,0.97897144549548,NaN,NaN,NaN
0.7,NaN,NaN,1.08612538728633,NaN,0.942465200332089
0.75,NaN,NaN,NaN,0.999336711387951,NaN
0.85,NaN,NaN,NaN,NaN,0.95570835957818
0.9,0.569643015611058,1.05598116947887,0.985423825661314,NaN,NaN
0.95,NaN,NaN,NaN,0.96230372435154,NaN
1,0.571420175472252,0.979855099634546,0.975192090815509,NaN,0.993526278501912
1.5,0.653145243206812,0.941713247776711,0.993288691965822,NaN,0.976070595029239
2,0.653709245622791,1.02131363791912,0.870353409227844,NaN,0.989234907652681
2.5,0.605713892606445,NaN,0.913122258866814,NaN,0.960334461136808
3,0.670453746255468,NaN,NaN,NaN,NaN
3.5,0.644958543633393,NaN,NaN,NaN,NaN
