t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,0.979491570012113,0.978327252752832,0.996785776456531,-0.0176184013491297,1.01288581919811
0.085,NaN,NaN,NaN,0.829190149197033,NaN
0.15,0.339367378794935,NaN,NaN,1.01172101861261,NaN
0.2,NaN,0.671433832417477,0.901638358832425,NaN,NaN
0.25,NaN,NaN,NaN,0.993554635957373,0.917608259373798
0.3,0.586930247859248,NaN,NaN,NaN,NaN
0.35,NaN,NaN,NaN,1.03013770610723,NaN
0.4,NaN,0.668672270811407,NaN,NaN,NaN
0.45,0.622277252420436,NaN,1.02109082362886,NaN,0.990750289351635
0.5,NaN,NaN,NaN,0.950052978116436,NaN
0.6,0.544330367256914,0.606819896184002,NaN,0.941738298517037,NaN
0.7,NaN,NaN,1.03100872361081,NaN,NaN
0.75,0.616592801571561,NaN,NaN,0.974733843412836,0.999603388041367
0.85,NaN,0.673835773795723,NaN,NaN,NaN
0.95,0.631441095696568,NaN,NaN,1.07292727540535,NaN
1,0.619551307358648,0.61982128581625,0.955251755805792,NaN,1.04541376458117
1.5,0.718801308721794,0.643308432750211,0.959833282327717,NaN,0.945014301029419
2,0.684574371062136,0.652943941738273,1.00717265969891,NaN,0.959325719493443
2.5,0.58620162353823,NaN,NaN,NaN,0.963781591174884
3,NaN,NaN,0.943490127440708,NaN,1.04892773361917
4,NaN,NaN,NaN,NaN,0.908599586731094
