t,Reelin_input,ApoER2_Dab1_Obs,ApoER2_Dab1SFK_Obs,ApoER2_re_Dab1SFK_Obs,SFK_Obs,pApoER2_re_Dab1_Obs
13,0,0.925982057688968,6.19024976590274e-05,-0.000191100243196411,0.000979341632094336,-2.00305383243683e-06
13,0.00012207,1.13081850680269,5.25696103160283e-05,8.74777172184443e-05,0.000923130754187902,0.000426301528967183
13,0.00024414,1.15567869243428,7.00022360871901e-05,6.29531340251905e-05,0.000964792800258508,-9.53042103344699e-05
13,0.00048828,0.937911339372933,5.31983430440339e-05,1.36366241976584e-05,0.00115259549101287,-0.000271717782579617
13,0.00097656,0.998340879074191,6.3107272317975e-05,0.000241847625840979,0.000879552427728112,-0.00111796608605593
13,0.0019531,0.918814076244208,3.86283107028709e-05,5.41655479875819e-05,0.00105337701725696,-0.000883925108634539
13,0.0039062,0.648412864110376,1.88893697998652e-05,0.000481552886901946,0.000659158889815263,-0.00126387794956374
13,0.0078125,0.457740796470814,2.51929419792153e-05,0.000392246114755479,0.000756685397675088,9.44323888180233e-05
13,0.015625,0.771021674363987,1.54863410728328e-05,0.000581790740179491,0.000992629772778776,0.00187908141967686
13,0.03125,0.564492454234824,1.78830442737485e-05,0.000748517928929442,0.00048344703416761,0.000544220882327706
13,0.125,0.460028307153262,7.01660388613727e-06,0.00118702042333704,1.96019925858873e-05,0.00419951239341389
13,0.25,-0.0895658077831367,-1.32442707621719e-07,0.000772709812359708,-0.000159674176004535,0.00595604379887724
13,0.5,-0.136027146576512,1.57737484555051e-05,0.00101458420308117,0.000418669519127833,0.0079050903922872
13,1,0.231523782082542,2.94480436355725e-06,0.0014044061826134,0.000346229303439765,0.0129682521003662
