t,pJAK1_pgp130_Obs,STAT3_Obs,nSTAT3_Obs,nSOCS3RNA1_Obs,nSOCS3RNA2_Obs,nSOCS3RNA5_Obs,SOCS3RNA_Obs,SOCS3_Obs
0,0.00123796785396618,20.5885478763785,11.2207260754123,0.000968316027843888,0.000853344984960563,0.000960913532209674,2.21614347931803e-05,0.00183261258867612
10,NaN,8.51542749263105,NaN,0.0394972120502769,NaN,NaN,NaN,0.0027952072782535
15,0.189683620342373,NaN,46.8495787440912,NaN,0.0504279227617917,NaN,NaN,NaN
20,NaN,NaN,NaN,NaN,NaN,0.0234343522009125,0.000466343923917235,0.0353067146138707
25,0.148336217886923,5.81735059974628,50.1638462693883,0.053302737019954,NaN,NaN,NaN,NaN
30,NaN,NaN,NaN,NaN,0.0571979316603048,NaN,NaN,NaN
35,NaN,9.11309955991404,NaN,NaN,NaN,0.0531637782319154,NaN,0.124639573912182
40,0.0462773778870797,NaN,44.5165750247367,0.0452912312034127,NaN,NaN,0.00157625963421319,NaN
45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.125585975664902
50,NaN,15.1416512163607,NaN,0.0252252599573603,0.038069157105478,NaN,NaN,NaN
55,0.0203314955368842,NaN,26.3311162743883,NaN,NaN,NaN,NaN,NaN
60,NaN,NaN,NaN,NaN,NaN,0.0371150878488014,0.000951280619644918,0.0852053460805647
65,NaN,16.0300076517853,NaN,NaN,0.0148064256621279,NaN,NaN,NaN
70,NaN,NaN,18.8188886769898,0.00834862281079065,NaN,NaN,NaN,NaN
75,0.00491323751750125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80,NaN,NaN,NaN,NaN,NaN,0.0117758871001377,NaN,0.041229540685121
85,NaN,20.8611753911186,NaN,0.0030167096420093,NaN,NaN,0.000288733918128735,NaN
90,NaN,NaN,14.5012446564432,NaN,0.00284499054319541,NaN,NaN,NaN
95,0.0020398752345659,NaN,NaN,NaN,NaN,NaN,NaN,0.0148478248491167
100,0.00174153642325405,21.1635539092462,13.0555210376375,0.00175208139965912,0.00179817382579231,0.00400006449814539,9.4524225824367e-05,0.0110913460292015
150,0.00107472273334536,23.1447346328339,12.6841109821949,0.000855380309763857,0.000908931276040319,0.000787371323251506,2.08121948401371e-05,0.00183581861731467
200,0.0012023600638493,22.663696288271,11.7895823966535,0.000763279917262204,0.000858284242566791,0.000802172627948421,2.01002557489183e-05,NaN
250,NaN,NaN,NaN,NaN,NaN,NaN,1.59680014712994e-05,NaN
