t,pJAK1_pgp130_Obs,STAT3_Obs,nSTAT3_Obs,nSOCS3RNA1_Obs,nSOCS3RNA2_Obs,nSOCS3RNA5_Obs,SOCS3RNA_Obs,SOCS3_Obs
0,0.00110894275211447,21.8668418560101,13.5766581359869,0.000811265618210692,0.000858536878592144,0.00091142640893948,2.04528765800716e-05,0.0019867079077737
10,0.0469154609218282,13.6644202094969,39.1313589820015,NaN,NaN,NaN,2.45383613840642e-05,0.00220192574982981
15,NaN,NaN,NaN,0.0329448593590214,0.0249247630178854,0.0050126001554386,NaN,NaN
20,NaN,11.0880565122541,NaN,NaN,NaN,NaN,NaN,NaN
25,0.0618892702145311,NaN,44.797041104261,NaN,NaN,0.0218336820306168,0.000404218863858759,0.0342692965035936
30,NaN,NaN,NaN,0.0349481211532981,0.0439426823544911,NaN,NaN,NaN
35,0.0280911445965509,13.5893476225701,32.5902757086101,NaN,NaN,NaN,NaN,NaN
40,NaN,NaN,NaN,0.0238505834980859,NaN,NaN,0.00107881118138578,0.0720668548468127
45,NaN,17.7225859170264,NaN,NaN,0.0217580214501907,0.032316905712611,NaN,NaN
50,0.0101606128306909,NaN,19.8655510097156,NaN,NaN,NaN,NaN,NaN
55,NaN,NaN,NaN,NaN,NaN,NaN,0.00076758557842634,0.0566976994195281
60,NaN,21.3018250844456,NaN,0.00642793865457447,0.0108807807576132,0.0168314806730311,NaN,NaN
65,NaN,NaN,16.1324651055293,NaN,NaN,NaN,NaN,NaN
70,0.00283720179349703,NaN,NaN,NaN,NaN,NaN,0.000310082351898287,0.0259714068443264
80,NaN,23.581745668947,NaN,0.00187124147694415,0.00233573961228208,0.00540363450943664,NaN,NaN
85,NaN,NaN,15.4815372981897,NaN,NaN,NaN,NaN,NaN
90,0.00185450284922631,NaN,NaN,NaN,NaN,NaN,9.06218601615804e-05,0.00827041829531473
100,0.000969103912527155,19.6128196758228,13.9677143129322,0.00120879607782002,0.00109644632523081,0.00213811710125773,5.81031434805963e-05,0.00576298615392227
150,0.00113793508279407,20.0030721349339,11.4672139634774,0.000792885791134772,0.000797003855622758,0.00112104476937438,2.2750751803449e-05,0.00225269098414115
200,NaN,29.6407039905435,11.5813955650641,0.00079590094279258,NaN,NaN,NaN,NaN
