t,input_il6,pJAK1_pgp130_Obs,STAT3_Obs,nSTAT3_Obs,nSOCS3RNA1_Obs,nSOCS3RNA2_Obs,nSOCS3RNA5_Obs,SOCS3RNA_Obs,SOCS3_Obs
0,2.5,0.00111996377446718,18.897731919793,12.6035106566279,0.000786650967891051,0.000785507470027236,0.000652062677345326,2.03805038141168e-05,0.00190375472513924
0,2.5,0.00106572291572211,21.1305203517816,13.8939966154158,0.000701576414524281,0.000624117395405968,0.000653200772683759,1.95778916948833e-05,0.00178689147653576
0,2.5,0.00146502598896696,23.8190915391627,13.4949345745227,0.00077440977821268,0.000799860125305294,0.000767182471328262,1.84054634174002e-05,0.00158072207122828
0,2.5,0.00120323465991623,17.9013963398268,14.924138667548,0.000716801001140972,0.000727434918063267,0.000765472805231139,2.12792538436014e-05,0.00186897507628707
0,2.5,0.00130493917782675,20.3124220249453,12.1379459104165,0.000901046807158029,0.000773315026715998,0.000930022386460922,2.17241278228833e-05,0.00183905168566649
0,10,0.00104554388863238,21.1280910140255,11.6902404734678,0.00076899976994776,0.000735123524817923,0.000720278878582171,1.93863963009965e-05,0.0017049798510858
0,10,0.00107493185133362,21.9641791343783,13.08507292635,0.00090412493351104,0.000818252893240102,0.000745576197326092,1.91649788811364e-05,0.00177724028175085
0,10,0.00112323032776494,31.6107992442068,14.2218019054997,0.00097469502448018,0.000739821406168995,0.000683210721283838,2.18952119205277e-05,0.00194501804316542
0,10,0.000980200680048009,30.8044112356199,11.9249096818085,0.00085164255403032,0.000800470812516241,0.000847997105873812,1.78319285728022e-05,0.0016462532841728
0,10,0.00126793277437389,24.4839430697684,13.7104736231267,0.000800009941902938,0.000654428076110469,0.000733215063836612,2.00019544340634e-05,0.00166611087681288
0,60,0.00119964722682281,22.6062701222358,13.3153118963277,0.000791848520106374,0.000708451131530096,0.000774636796584174,2.13023563396556e-05,0.00187330404734083
0,60,0.00120528301116069,21.9822677601364,14.7179074180971,0.000727787097907607,0.000825520432284072,0.000795061290531031,2.00207263453365e-05,0.00153142776258088
0,60,0.00146195514914463,18.965957140011,12.4468451827646,0.000797645218471744,0.000742639260130453,0.000733621429444754,2.07794305850869e-05,0.00169719460082903
0,60,0.00091758588156012,19.0021123996551,14.8415903244514,0.000643796414273274,0.00078313826980768,0.000738539414562291,1.97394094632276e-05,0.00218501591428902
0,60,0.00114505517780739,20.6769641039652,13.2174771829199,0.000704486098754974,0.000852507172217037,0.000784977025584088,1.91569118452812e-05,0.00180882954981612
0,120,0.00130246678794031,21.202293506455,14.2198184745806,0.000825468212271864,0.000666506152429789,0.00078222937914405,2.21197179326605e-05,0.001862307092053
0,120,0.00119245939520724,20.6027978949936,11.230244283513,0.000768568053178615,0.000819131359812372,0.000812462641239842,2.19649522131502e-05,0.0018040855381162
0,120,0.00118574423828667,20.8224979117494,11.5305395027026,0.000842123873391353,0.000754377681728821,0.000662694509543659,1.75821215734819e-05,0.00166479205626031
0,120,0.00141736829597202,23.5516710651018,12.9505802517652,0.000777820837913365,0.000772354956088821,0.000783588826705127,2.51082427379777e-05,0.00166564154402893
0,120,0.000987881029993233,21.5163234942737,13.1378091342284,0.000843890264652007,0.000707324118883841,0.000801030508014737,1.85921882582211e-05,0.00199910862630671
