t,input_il6,nSOCS3RNA5_Obs
44,0,7.4507722453938e-05
44,0,7.42038650037822e-05
44,0.5,0.000204754419303192
44,0.5,0.000189652143198118
44,1,0.000364807931275481
44,1,0.000406669626728215
44,2.5,0.00368927220869905
44,2.5,0.00304772087625185
44,5,0.0145037958112145
44,5,0.0153774608667291
44,10,0.000838852275807237
44,10,0.00103588580741269
44,25,0.00604994751016795
44,25,0.00688984367305675
44,50,0.00200552352680115
44,50,0.00186593024667994
44,100,0.0119620419405396
44,100,0.0107663137345121
44,500,0.018281454134812
44,500,0.0148243927998969
