observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
CISRNA_Obs	CISRNA_Obs	CISRNA*scale1_CISRNA_Obs	lin	sd1_CISRNA_Obs	normal
CIS_Obs_1	CIS_Obs	CIS*scale1_CIS_Obs	lin	sd1_CIS_Obs	normal
CIS_Obs_2	CIS_Obs	CIS*scale2_CIS_Obs	lin	sd2_CIS_Obs	normal
CIS_Obs_3	CIS_Obs	CIS*scale3_CIS_Obs	lin	sd3_CIS_Obs	normal
CIS_Obs_4	CIS_Obs	CIS*scale4_CIS_Obs	lin	sd4_CIS_Obs	normal
CIS_Obs_5	CIS_Obs	CIS*scale5_CIS_Obs	lin	sd5_CIS_Obs	normal
CIS_Obs_6	CIS_Obs	CIS*scale6_CIS_Obs	lin	sd6_CIS_Obs	normal
CIS_Obs_7	CIS_Obs	CIS*scale7_CIS_Obs	lin	sd7_CIS_Obs	normal
CISnRNA1_Obs_1	CISnRNA1_Obs	CISnRNA1*scale1_CISnRNA1_Obs	lin	sd1_CISnRNA1_Obs	normal
CISnRNA1_Obs_2	CISnRNA1_Obs	CISnRNA1*scale2_CISnRNA1_Obs	lin	sd2_CISnRNA1_Obs	normal
CISnRNA1_Obs_3	CISnRNA1_Obs	CISnRNA1*scale3_CISnRNA1_Obs	lin	sd3_CISnRNA1_Obs	normal
CISnRNA2_Obs_1	CISnRNA2_Obs	CISnRNA2*scale1_CISnRNA2_Obs	lin	sd1_CISnRNA2_Obs	normal
CISnRNA2_Obs_2	CISnRNA2_Obs	CISnRNA2*scale2_CISnRNA2_Obs	lin	sd2_CISnRNA2_Obs	normal
CISnRNA2_Obs_3	CISnRNA2_Obs	CISnRNA2*scale3_CISnRNA2_Obs	lin	sd3_CISnRNA2_Obs	normal
CISnRNA3_Obs	CISnRNA3_Obs	CISnRNA3*scale1_CISnRNA3_Obs	lin	sd1_CISnRNA3_Obs	normal
CISnRNA5_Obs_1	CISnRNA5_Obs	CISnRNA5*scale1_CISnRNA5_Obs	lin	sd1_CISnRNA5_Obs	normal
CISnRNA5_Obs_2	CISnRNA5_Obs	CISnRNA5*scale2_CISnRNA5_Obs	lin	sd2_CISnRNA5_Obs	normal
CISnRNA5_Obs_3	CISnRNA5_Obs	CISnRNA5*scale3_CISnRNA5_Obs	lin	sd3_CISnRNA5_Obs	normal
CISnRNA5_Obs_4	CISnRNA5_Obs	CISnRNA5*scale4_CISnRNA5_Obs	lin	sd4_CISnRNA5_Obs	normal
CISnRNA5_Obs_5	CISnRNA5_Obs	CISnRNA5*scale5_CISnRNA5_Obs	lin	sd5_CISnRNA5_Obs	normal
EpoRJAK2_Obs_1	EpoRJAK2_Obs	EpoRJAK2*scale1_EpoRJAK2_Obs	lin	sd1_EpoRJAK2_Obs	normal
EpoRJAK2_Obs_2	EpoRJAK2_Obs	EpoRJAK2*scale2_EpoRJAK2_Obs	lin	sd2_EpoRJAK2_Obs	normal
EpoRJAK2_Obs_3	EpoRJAK2_Obs	EpoRJAK2*scale3_EpoRJAK2_Obs	lin	sd3_EpoRJAK2_Obs	normal
EpoRpJAK2_Obs_1	EpoRpJAK2_Obs	EpoRpJAK2*scale1_EpoRpJAK2_Obs	lin	sd1_EpoRpJAK2_Obs	normal
EpoRpJAK2_Obs_2	EpoRpJAK2_Obs	EpoRpJAK2*scale2_EpoRpJAK2_Obs	lin	sd2_EpoRpJAK2_Obs	normal
EpoRpJAK2_Obs_3	EpoRpJAK2_Obs	EpoRpJAK2*scale3_EpoRpJAK2_Obs	lin	sd3_EpoRpJAK2_Obs	normal
EpoRpJAK2_Obs_4	EpoRpJAK2_Obs	EpoRpJAK2*scale4_EpoRpJAK2_Obs	lin	sd4_EpoRpJAK2_Obs	normal
EpoRpJAK2_Obs_5	EpoRpJAK2_Obs	EpoRpJAK2*scale5_EpoRpJAK2_Obs	lin	sd5_EpoRpJAK2_Obs	normal
EpoRpJAK2_Obs_6	EpoRpJAK2_Obs	EpoRpJAK2*scale6_EpoRpJAK2_Obs	lin	sd6_EpoRpJAK2_Obs	normal
EpoRpJAK2_Obs_7	EpoRpJAK2_Obs	EpoRpJAK2*scale7_EpoRpJAK2_Obs	lin	sd7_EpoRpJAK2_Obs	normal
EpoRpJAK2_Obs_8	EpoRpJAK2_Obs	EpoRpJAK2*scale8_EpoRpJAK2_Obs	lin	sd8_EpoRpJAK2_Obs	normal
SHP1Act_Obs_1	SHP1Act_Obs	SHP1Act*scale1_SHP1Act_Obs	lin	sd1_SHP1Act_Obs	normal
SHP1Act_Obs_2	SHP1Act_Obs	SHP1Act*scale2_SHP1Act_Obs	lin	sd2_SHP1Act_Obs	normal
SHP1Act_Obs_3	SHP1Act_Obs	SHP1Act*scale3_SHP1Act_Obs	lin	sd3_SHP1Act_Obs	normal
SHP1Act_Obs_4	SHP1Act_Obs	SHP1Act*scale4_SHP1Act_Obs	lin	sd4_SHP1Act_Obs	normal
SOCS3nRNA1_Obs_1	SOCS3nRNA1_Obs	SOCS3nRNA1*scale1_SOCS3nRNA1_Obs	lin	sd1_SOCS3nRNA1_Obs	normal
SOCS3nRNA1_Obs_2	SOCS3nRNA1_Obs	SOCS3nRNA1*scale2_SOCS3nRNA1_Obs	lin	sd2_SOCS3nRNA1_Obs	normal
SOCS3nRNA1_Obs_3	SOCS3nRNA1_Obs	SOCS3nRNA1*scale3_SOCS3nRNA1_Obs	lin	sd3_SOCS3nRNA1_Obs	normal
SOCS3nRNA1_Obs_4	SOCS3nRNA1_Obs	SOCS3nRNA1*scale4_SOCS3nRNA1_Obs	lin	sd4_SOCS3nRNA1_Obs	normal
SOCS3nRNA1_Obs_5	SOCS3nRNA1_Obs	SOCS3nRNA1*scale5_SOCS3nRNA1_Obs	lin	sd5_SOCS3nRNA1_Obs	normal
SOCS3nRNA2_Obs	SOCS3nRNA2_Obs	SOCS3nRNA2*scale1_SOCS3nRNA2_Obs	lin	sd1_SOCS3nRNA2_Obs	normal
SOCS3nRNA3_Obs_1	SOCS3nRNA3_Obs	SOCS3nRNA3*scale1_SOCS3nRNA3_Obs	lin	sd1_SOCS3nRNA3_Obs	normal
SOCS3nRNA3_Obs_2	SOCS3nRNA3_Obs	SOCS3nRNA3*scale2_SOCS3nRNA3_Obs	lin	sd2_SOCS3nRNA3_Obs	normal
SOCS3nRNA3_Obs_3	SOCS3nRNA3_Obs	SOCS3nRNA3*scale3_SOCS3nRNA3_Obs	lin	sd3_SOCS3nRNA3_Obs	normal
SOCS3nRNA3_Obs_4	SOCS3nRNA3_Obs	SOCS3nRNA3*scale4_SOCS3nRNA3_Obs	lin	sd4_SOCS3nRNA3_Obs	normal
SOCS3nRNA3_Obs_5	SOCS3nRNA3_Obs	SOCS3nRNA3*scale5_SOCS3nRNA3_Obs	lin	sd5_SOCS3nRNA3_Obs	normal
SOCS3nRNA4_Obs_1	SOCS3nRNA4_Obs	SOCS3nRNA4*scale1_SOCS3nRNA4_Obs	lin	sd1_SOCS3nRNA4_Obs	normal
SOCS3nRNA4_Obs_2	SOCS3nRNA4_Obs	SOCS3nRNA4*scale2_SOCS3nRNA4_Obs	lin	sd2_SOCS3nRNA4_Obs	normal
SOCS3nRNA4_Obs_3	SOCS3nRNA4_Obs	SOCS3nRNA4*scale3_SOCS3nRNA4_Obs	lin	sd3_SOCS3nRNA4_Obs	normal
SOCS3nRNA4_Obs_4	SOCS3nRNA4_Obs	SOCS3nRNA4*scale4_SOCS3nRNA4_Obs	lin	sd4_SOCS3nRNA4_Obs	normal
SOCS3nRNA4_Obs_5	SOCS3nRNA4_Obs	SOCS3nRNA4*scale5_SOCS3nRNA4_Obs	lin	sd5_SOCS3nRNA4_Obs	normal
SOCS3nRNA4_Obs_6	SOCS3nRNA4_Obs	SOCS3nRNA4*scale6_SOCS3nRNA4_Obs	lin	sd6_SOCS3nRNA4_Obs	normal
