t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,98607.9438668027,407.80685191292,-0.000168109048758827
75,NaN,413.321662378848,NaN
95,2612375.47796586,NaN,NaN
150,NaN,289.885263381061,NaN
200,1641923.81199977,NaN,NaN
250,NaN,255.412547623637,NaN
300,1071785.33426184,NaN,NaN
350,NaN,383.547774095347,NaN
400,623149.241398111,NaN,NaN
450,NaN,394.838029648,0.00991769001345014
500,404789.760222074,NaN,NaN
600,NaN,306.389572828863,NaN
650,189657.197578356,NaN,NaN
750,NaN,438.585572569435,NaN
800,161591.476016225,NaN,NaN
900,NaN,422.621155018345,NaN
950,-51813.746383036,NaN,0.0134536726871155
1000,-13652.817544226,253.571440917912,NaN
1500,-11164.3766500772,NaN,0.0114758611887104
2000,174172.676850853,NaN,0.0106341434241647
2500,NaN,NaN,0.00977451637520062
3500,NaN,NaN,0.00660927570533754
4000,NaN,NaN,0.00658215782159217
5000,NaN,NaN,0.00439996778845221
6000,NaN,NaN,0.0032211294519744
7000,NaN,NaN,0.00510156964607278
8500,NaN,NaN,0.00297940262888954
