t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,-64284.95187659,324.552431907089,-0.000426034388031209
50,NaN,407.591187817845,NaN
100,NaN,459.456369905632,NaN
150,944199.039298878,239.600762985421,NaN
200,NaN,390.14256008301,NaN
300,712838.932029616,354.542428307782,NaN
350,NaN,446.088133352738,NaN
450,492312.111541616,355.898350092115,NaN
500,NaN,347.102150857371,0.00982558731405139
650,360846.671568466,384.380522121297,NaN
750,NaN,364.711831635195,NaN
900,137039.471965481,358.092320624863,NaN
1000,163800.14767679,NaN,0.0127753039282921
1500,10968.1913377057,NaN,0.0139506515853288
2000,NaN,NaN,0.0137515638544689
2500,NaN,NaN,0.0133626733982438
3500,NaN,NaN,0.00800728252740522
4000,NaN,NaN,0.00627931686257598
5000,NaN,NaN,0.00630572658330496
6000,NaN,NaN,0.00570409239246264
7500,NaN,NaN,0.00554358766458287
8500,NaN,NaN,0.00412344423145578
