t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,162139.823228431,403.049213188855,-4.70935367340102e-05
35,11717949.0045237,NaN,NaN
70,NaN,443.989309038919,NaN
75,6397541.01183993,NaN,NaN
100,3313674.44718773,NaN,NaN
150,818467.05848685,368.946185814057,NaN
200,53983.3127821317,386.924992605859,NaN
250,-282351.313069409,NaN,NaN
300,372439.18258271,405.697186089814,NaN
400,-31482.3621751027,338.408045086155,NaN
450,-676796.016966366,NaN,0.00908958998392774
500,NaN,321.046070009419,NaN
550,44499.0412450633,NaN,NaN
650,8937.40796805792,428.406812109794,NaN
800,NaN,332.411563494665,NaN
950,NaN,NaN,0.00775715502090375
1000,NaN,201.612074774783,NaN
1500,NaN,NaN,0.00697997698864102
2000,NaN,NaN,0.00693310407402545
2500,NaN,NaN,0.00554382086693936
3500,NaN,NaN,0.00439347578143083
4000,NaN,NaN,0.00459168543785239
5000,NaN,NaN,0.00227787227027875
6000,NaN,NaN,0.00169614833452629
7000,NaN,NaN,0.00239732839626186
8500,NaN,NaN,0.00064871384786432
