t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,-23922.826183637,298.792141927825,0.00125666275653506
40,6115637.5721593,NaN,NaN
75,NaN,298.016024682278,NaN
80,5658558.69168698,NaN,NaN
100,4354023.54368832,NaN,NaN
150,2267135.88263406,356.090958170322,NaN
200,1517018.21337041,NaN,NaN
250,1290871.89472145,431.086102544833,NaN
350,247907.814769856,382.50754567662,NaN
400,403838.036398695,NaN,NaN
450,NaN,379.081119348142,NaN
500,234857.878242326,NaN,0.0100609997676695
550,105693.355791184,306.415375706928,NaN
700,-73216.3679384942,297.942534911161,NaN
800,-636365.342949953,NaN,NaN
900,NaN,363.753357228856,NaN
1000,NaN,412.843218238154,0.0102025738775884
1500,NaN,NaN,0.00888973284051808
2000,NaN,NaN,0.00736872426067693
3000,NaN,NaN,0.00667189577131947
3500,NaN,NaN,0.00519433543591739
4500,NaN,NaN,0.00448190514659966
5500,NaN,NaN,0.00305744267898962
7000,NaN,NaN,0.00313890850491605
8500,NaN,NaN,0.00236000534479596
