t,epo_level,SHP1Act_Obs,Compound_1_Obs
8,2.5e-09,0.00185606721811919,4.80727697436089
8,2.5e-09,0.00186463294977523,3.68812005410955
8,2.5e-09,0.00188184440847998,3.42271342121105
8,2.5e-08,0.0136558241085764,3.41755356993963
8,2.5e-08,0.0139591758137094,3.34431098343352
8,2.5e-08,0.014123484831334,3.91937725382599
8,2.5e-07,0.0576087063238941,2.73359080719409
8,2.5e-07,0.0628929359242475,2.23140832340197
8,2.5e-07,0.0660236282010167,4.36241282775626
8,2.5e-06,0.0986712735439103,1.27799185386028
8,2.5e-06,0.109401581649367,1.32563215452719
8,2.5e-06,0.161940321775474,1.54436539256121
8,2.5e-05,0.132585684158415,0.334492792555064
8,2.5e-05,0.15313482636223,0.407176323770108
8,2.5e-05,0.174387184032622,0.547861832472507
