t,epo_level,STAT5_Obs,CISnRNA5_Obs,SOCS3nRNA3_Obs
6,2.5e-09,44.9609756989166,2.00037152708273e-05,4.699407087185e-07
6,2.5e-09,47.5775586272015,1.99213278732537e-05,4.81070629860737e-07
6,2.5e-09,48.6016631193324,2.14622593146409e-05,4.84056088338584e-07
6,2.5e-08,40.8891045955488,0.000141260287766907,4.73755453815434e-06
6,2.5e-08,41.7265353511684,0.000142643772961176,4.73247785794071e-06
6,2.5e-08,43.0816512523457,0.000129084973318204,4.97631136627443e-06
6,2.5e-07,4.78361341331195,0.00176449828910746,7.41045976542186e-05
6,2.5e-07,5.36922342938938,0.00179710532599879,6.60744787937781e-05
6,2.5e-07,5.59569207648326,0.00172242921489252,7.73278644557733e-05
6,2.5e-06,0.536451244651058,0.00811827210546118,0.000184409254403844
6,2.5e-06,0.567257163776874,0.00832700379556942,0.000183805379010046
6,2.5e-06,0.585445899728887,0.00828521572784853,0.000182806601570876
6,2.5e-05,0.50252181296085,0.0120343493555528,0.000214311874365289
6,2.5e-05,0.51634412723329,0.0126096513101172,0.000223919593227334
6,2.5e-05,0.537112150681018,0.0119235156968985,0.000209315006323541
