t,epo_level,STAT5_Obs,CISnRNA5_Obs,SOCS3nRNA3_Obs
53,2.5e-09,39.6360811390019,35.5088883000214,0.000131302539406459
53,2.5e-09,42.1700822006393,31.8730602819198,0.000123218851584379
53,2.5e-09,46.7907500433336,36.4149712183742,0.000125172382382409
53,2.5e-08,27.5017935070369,237.911965086977,0.000446638970167547
53,2.5e-08,27.8849449839411,237.964563771498,0.000452488496501842
53,2.5e-08,28.0672786643679,204.436296305338,0.000437417569869116
53,1.25e-07,18.9283102430147,542.684321830927,0.000706832768957395
53,1.25e-07,20.8498124061172,522.340277714951,0.00071727697386298
53,1.25e-07,20.9008435176722,523.135330687782,0.00071708094297104
53,2.5e-07,17.6992118510092,644.33537355191,0.000681398416364247
53,2.5e-07,17.7451796748725,563.563816814676,0.000880216730463058
53,2.5e-07,18.5874445442155,654.435896444539,0.000748761730956033
53,1.25e-06,12.1296074401584,636.17926774607,0.000816802322838555
53,1.25e-06,12.4530721664601,671.542894823765,0.000781160411644282
53,1.25e-06,14.1833085122236,678.162452323051,0.000790542244059731
53,2.5e-06,11.2245624580217,652.568856519047,0.000903134178462248
53,2.5e-06,12.392242469625,699.480011303563,0.000858055855495906
53,2.5e-06,13.7146505405568,755.429115662644,0.000914889324388117
