t,input_il6,tpSTAT3_Obs
680,0.1,0.520184365768498
680,0.1,0.614899739536636
680,0.5,0.395580740802549
680,0.5,0.898421763983486
680,1,1.28672509326109
680,1,1.3282093552143
680,2.5,1.03632867882496
680,2.5,1.31063579286134
680,5,2.77383151667402
680,5,3.25411374076627
680,10,2.58251230027567
680,10,5.2660838938441
680,25,7.82757650131069
680,25,8.81162101005665
680,50,6.12496164195044
680,50,8.9752026494552
680,100,10.7314486850055
680,100,27.7239398225922
680,500,24.3445686631019
680,500,31.6573427712104
