t,input_il6,nSOCS3RNA5_Obs
11,0.1,0.00201789610367954
11,0.1,0.00382460009897219
11,0.1,0.00190548411426452
11,0.1,0.00167205030618236
11,1,0.00385990649714319
11,1,0.00370877970930866
11,1,0.00248863598929907
11,1,0.00246230104863318
11,5,0.00313616708104068
11,5,0.00254221615653782
11,5,0.00898637295772732
11,5,0.0025830450278821
11,10,0.00309934251843842
11,10,0.00628190031644128
11,10,0.00397501467260175
11,10,0.00392569543524313
11,50,0.00312884192783142
11,50,0.0025579890150126
11,50,0.00402647525339181
11,50,0.00374897519432414
11,100,0.00535894996212108
11,100,0.00348318461355058
11,100,0.00684531520931771
11,100,0.00560979651796135
11,500,0.00524849576104149
11,500,0.00767115223213572
11,500,0.004546687598196
11,500,0.00821409108911879
