t,input_il6,STAT3_Obs,nSTAT3_Obs,nSOCS3RNA3_Obs,nSOCS3RNA5_Obs
0,2.5,20.7328704493906,32.3479012756142,0.00421793576468225,0.00562920868899154
0,2.5,43.432177506967,48.7653801971837,0.00308093175210369,0.00427621811903227
0,2.5,45.0905783696914,25.6821332632679,0.00240029433065737,0.0031851504166888
0,2.5,30.2694314638671,29.3611176590496,0.00184613884529793,0.00355966655473075
0,2.5,30.5632090948454,23.5255106804348,0.00356614786095915,0.00461182445419813
0,10,22.286388410136,19.3375875513612,0.00286307222011739,0.00283289293955487
0,10,26.3943814341607,28.7471342650763,0.00379646710367515,0.00844806325919424
0,10,34.3749499533858,30.4254444952753,0.003623891788755,0.00248869777658559
0,10,51.0060707938476,29.1969763078704,0.00445244156791055,0.00332794076561322
0,10,47.7570834701224,43.9394331881802,0.00268301641029079,0.00409633092059691
0,60,18.7060455096594,58.3914620021726,0.0046511288638165,0.00315445575103024
0,60,46.1885584850333,20.6599432657464,0.00201298030090044,0.00329508097714808
0,60,47.9485963470876,26.2423112716211,0.0044910185935842,0.00342461428467202
0,60,46.8141994860177,20.8468167470386,0.00323933196267636,0.00382576921536874
0,60,33.6820369794239,26.3518134016566,0.00170392391343795,0.00513115088116245
0,120,25.7242576256734,55.2923770621045,0.00560226373050992,0.00405631780220655
0,120,26.5304453668686,54.8936691953549,0.00298020539585386,0.00328448267105974
0,120,84.9769471653752,36.8837477111388,0.00569800191694844,0.00316724414618186
0,120,38.3263658479453,22.1981218230426,0.00314821896350194,0.00352814291972651
0,120,25.7284897205221,44.171065142582,0.00236287436597831,0.00196212235303099
