parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
ApoER2_Dab1_SFK_degrad	ApoER2_Dab1_SFK_degrad	log10	1e-05	1000	0.00776247116628692	1	parameterScaleUniform	
ApoER2_Dab1_SFK_recycle	ApoER2_Dab1_SFK_recycle	log10	1e-05	1000	4.5081670454146	1	parameterScaleUniform	
ApoER2_Dab1_SFK_release	ApoER2_Dab1_SFK_release	log10	0.01	100000	2187.76162394955	1	parameterScaleUniform	
ApoER2_Dab1_act	ApoER2_Dab1_act	log10	0.01	10000000	10000	0	parameterScaleUniform	
ApoER2_Dab1_bind_SFK	ApoER2_Dab1_bind_SFK	log10	1e-05	1000	67.6082975391982	1	parameterScaleUniform	
ApoER2_Dab1_bind_SFK_Reelin	ApoER2_Dab1_bind_SFK_Reelin	log10	0.01	1000000	95499.2586021437	1	parameterScaleUniform	
Dab1_bind_Reelin	Dab1_bind_Reelin	log10	1e-05	1000	0.0112201845430196	1	parameterScaleUniform	
Dab1_release	Dab1_release	log10	1e-05	1000	0.0426579518801593	1	parameterScaleUniform	
SFK_inhibition_ratio	SFK_inhibition_ratio	log10	1e-10	1	0.612350391724773	1	parameterScaleUniform	
init_ApoER2_Dab1	init_ApoER2_Dab1	log10	0.01	1000	1	0	parameterScaleUniform	
init_ApoER2_Dab1SFK	init_ApoER2_Dab1SFK	log10	1e-05	1000	0.000151356124843621	1	parameterScaleUniform	
offset1_ApoER2_Dab1_Obs	offset1_ApoER2_Dab1_Obs	log10	1e-06	0.01	0.0001	1	parameterScaleUniform	
offset1_ApoER2_re_Dab1SFKInh_Obs	offset1_ApoER2_re_Dab1SFKInh_Obs	log10	1e-07	0.001	1e-05	1	parameterScaleUniform	
offset1_SFK_Obs	offset1_SFK_Obs	log10	1e-07	0.001	1e-05	1	parameterScaleUniform	
offset2_ApoER2_Dab1_Obs	offset2_ApoER2_Dab1_Obs	log10	0.0001	1	0.01	1	parameterScaleUniform	
offset2_SFK_Obs	offset2_SFK_Obs	log10	1e-12	1e-08	1e-10	1	parameterScaleUniform	
offset3_ApoER2_Dab1_Obs	offset3_ApoER2_Dab1_Obs	log10	1e-05	0.1	0.001	1	parameterScaleUniform	
offset3_SFK_Obs	offset3_SFK_Obs	log10	1e-12	1e-08	1e-10	1	parameterScaleUniform	
offset4_ApoER2_Dab1_Obs	offset4_ApoER2_Dab1_Obs	log10	1e-05	0.1	0.001	1	parameterScaleUniform	
offset4_SFK_Obs	offset4_SFK_Obs	log10	1e-07	0.001	1e-05	1	parameterScaleUniform	
offset5_SFK_Obs	offset5_SFK_Obs	log10	1e-07	0.001	1e-05	1	parameterScaleUniform	
scale1_ApoER2_Dab1_Obs	scale1_ApoER2_Dab1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_ApoER2_re_Dab1SFKInh_Obs	scale1_ApoER2_re_Dab1SFKInh_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_SFK_Obs	scale1_SFK_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_ApoER2_Dab1_Obs	scale2_ApoER2_Dab1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_SFK_Obs	scale2_SFK_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_ApoER2_Dab1_Obs	scale3_ApoER2_Dab1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_SFK_Obs	scale3_SFK_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_ApoER2_Dab1_Obs	scale4_ApoER2_Dab1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_SFK_Obs	scale4_SFK_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_SFK_Obs	scale5_SFK_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
sd1_ApoER2_Dab1SFK_Obs	sd1_ApoER2_Dab1SFK_Obs	log10	0.0001	10	0.0769839161929435	1	parameterScaleUniform	
sd1_ApoER2_Dab1_Obs	sd1_ApoER2_Dab1_Obs	log10	0.0001	10	0.075300871054759	1	parameterScaleUniform	
sd1_ApoER2_re_Dab1SFKInh_Obs	sd1_ApoER2_re_Dab1SFKInh_Obs	log10	0.0001	10	0.0788678496774501	1	parameterScaleUniform	
sd1_SFK_Obs	sd1_SFK_Obs	log10	0.0001	10	0.0705992357893667	1	parameterScaleUniform	
sd2_ApoER2_Dab1SFK_Obs	sd2_ApoER2_Dab1SFK_Obs	log10	0.0001	10	0.0746448758410067	1	parameterScaleUniform	
sd2_ApoER2_Dab1_Obs	sd2_ApoER2_Dab1_Obs	log10	0.0001	10	0.0772147020564513	1	parameterScaleUniform	
sd2_SFK_Obs	sd2_SFK_Obs	log10	0.0001	10	0.0728282710693132	1	parameterScaleUniform	
sd3_ApoER2_Dab1SFK_Obs	sd3_ApoER2_Dab1SFK_Obs	log10	0.0001	10	0.0711213513653329	1	parameterScaleUniform	
sd3_ApoER2_Dab1_Obs	sd3_ApoER2_Dab1_Obs	log10	0.0001	10	0.072276980360217	1	parameterScaleUniform	
sd3_SFK_Obs	sd3_SFK_Obs	log10	0.0001	10	0.0752662017056483	1	parameterScaleUniform	
sd4_ApoER2_Dab1SFK_Obs	sd4_ApoER2_Dab1SFK_Obs	log10	0.0001	10	0.0712853030126519	1	parameterScaleUniform	
sd4_ApoER2_Dab1_Obs	sd4_ApoER2_Dab1_Obs	log10	0.0001	10	0.073248713266504	1	parameterScaleUniform	
sd4_SFK_Obs	sd4_SFK_Obs	log10	0.0001	10	0.0754744574900134	1	parameterScaleUniform	
sd5_ApoER2_Dab1SFK_Obs	sd5_ApoER2_Dab1SFK_Obs	log10	0.0001	10	0.0760151225499388	1	parameterScaleUniform	
sd5_SFK_Obs	sd5_SFK_Obs	log10	0.0001	10	0.0770548536629715	1	parameterScaleUniform	
