t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_7_Obs,Compound_8_Obs,Compound_9_Obs,Compound_10_Obs,Compound_11_Obs,Compound_12_Obs
0,4.39275994023708,224.956677240594,0.000743136455549643,1.00014754944414,1.23782236216241,2.02538076293004,1.6688818421388,2.12304896298587,2.69868712182425
25,NaN,NaN,1.77063788817579,NaN,NaN,NaN,NaN,NaN,NaN
30,12.8811653995559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,NaN,116.330184576847,NaN,NaN,22.5439443362499,NaN,NaN,NaN,NaN
40,NaN,NaN,NaN,NaN,NaN,NaN,7.37680835457454,NaN,14.9801275785167
45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.48896273956727,NaN
55,NaN,NaN,1.59092830623627,26.6663107706437,NaN,NaN,NaN,NaN,NaN
60,16.0055011955849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,NaN,NaN,NaN,NaN,NaN,3.2101670311079,NaN,NaN,NaN
70,NaN,79.3084441690007,NaN,NaN,11.3010613882899,NaN,NaN,NaN,NaN
80,NaN,NaN,NaN,NaN,NaN,NaN,6.86816884421359,NaN,NaN
85,NaN,NaN,1.68870837408575,NaN,NaN,NaN,NaN,NaN,13.7242708799532
95,12.7885224727433,NaN,NaN,NaN,NaN,NaN,NaN,1.18063615001468,NaN
100,NaN,121.897541607842,1.78983631032734,21.7165761221988,8.29936415515088,NaN,8.01827457016479,NaN,NaN
150,9.67458341717172,156.615384980126,0.807158031873918,NaN,3.23184362857851,4.02197392358764,9.1303919884922,1.3937957118636,8.71608434610459
200,7.40316798375969,190.65459621918,0.223574967103912,3.57333849717126,2.40828901258609,3.63108845426934,7.08682961500027,1.03102497699261,NaN
250,4.32926346185715,182.313758763633,0.104565116911297,1.70036579682133,2.62625699806899,3.55874259363098,11.2005254360693,1.46105005104457,3.728750465462
300,3.69530214952813,230.344181167383,0.0345217220722386,NaN,2.77455509130192,NaN,NaN,NaN,2.88022607742786
350,NaN,NaN,0.0172549289023818,0.51780395646254,2.49975442742064,3.65109356650008,7.19147796696508,1.53960531178841,3.29015588870297
400,NaN,220.825868915643,NaN,0.435398848711222,NaN,NaN,5.18293250603914,1.70475741497418,NaN
450,NaN,NaN,0.00191950399730142,NaN,2.6389573367883,3.19031023198057,NaN,NaN,2.90265267747243
500,NaN,227.811074610681,NaN,NaN,2.33453536173656,NaN,3.62312708243876,1.69120909196208,NaN
550,NaN,NaN,NaN,0.667890349888756,NaN,3.55709310028875,NaN,NaN,3.07735800621517
600,NaN,183.674160140291,NaN,NaN,2.19232694077474,NaN,3.03044345473936,2.51185764501919,NaN
650,NaN,NaN,NaN,1.12106373672976,NaN,2.42085711769883,NaN,NaN,2.41766369908484
700,NaN,NaN,NaN,NaN,NaN,NaN,2.93536008868186,NaN,NaN
750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.72086176698209,NaN
800,NaN,NaN,NaN,0.921467647566315,NaN,2.68848974050852,NaN,NaN,NaN
1000,NaN,NaN,NaN,0.97577805946364,NaN,2.70430084136994,NaN,NaN,NaN
1500,NaN,NaN,NaN,NaN,NaN,2.6431889369469,NaN,NaN,NaN
