t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_7_Obs,Compound_8_Obs,Compound_9_Obs,Compound_10_Obs,Compound_11_Obs,Compound_12_Obs
0,3.60105042504861,68.9345888087543,0.000895983191475962,1.20587826883927,1.06082102854366,1.89726241815515,1.74143926934125,2.43099689039415,2.61604867252867
25,NaN,22.4732145130344,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,14.4672870567599,NaN,NaN,NaN,144.545586657158,NaN,NaN,NaN,NaN
35,NaN,NaN,1.79617082644636,35.6452887448043,NaN,NaN,NaN,NaN,9.76491451424712
40,NaN,NaN,NaN,NaN,NaN,NaN,7.14194252738517,NaN,NaN
45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.71149201566574,NaN
55,NaN,19.4952457163926,NaN,NaN,117.73903296485,NaN,NaN,NaN,NaN
60,13.9887644159572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,NaN,NaN,NaN,45.0464393439325,NaN,2.71555527299221,NaN,NaN,11.8776902226541
70,NaN,NaN,1.93551459633335,NaN,NaN,NaN,NaN,NaN,NaN
80,NaN,NaN,NaN,NaN,NaN,NaN,7.65756472226593,NaN,NaN
85,NaN,21.9200548234369,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90,11.5477009043514,NaN,NaN,NaN,79.9218186083746,NaN,NaN,NaN,NaN
95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.44171568163696,NaN
100,11.7547267918243,30.3163445220809,1.19296779678165,28.3435392515554,94.0076616811068,NaN,8.54954919560132,NaN,9.29605031563716
150,9.01303898030461,30.1204629923087,0.901998982824539,14.5340276960824,38.1198415051264,3.2286630910487,8.62532592004392,1.52581098743533,8.72520676307463
200,8.74954211822019,50.1013772148488,0.259179039217434,7.95398448697922,10.0028020541726,3.30055303754705,7.30621251721221,1.41902444982642,7.04210698259918
250,6.20045981317716,64.0660531272318,0.10486737127265,4.27546439460667,6.29539007789088,4.71933856248576,6.74984806636867,1.10511081244639,4.75375864942628
300,3.57871778918951,71.4764029602431,0.0535831948327338,1.02732013171672,2.65995259513397,NaN,NaN,1.04102617517068,3.09718730737838
350,3.42211676487726,69.9093216804124,0.0166198366652945,0.470836961689259,NaN,3.67090349990158,8.5592831066496,NaN,2.73187870600037
400,NaN,72.0102059445447,NaN,NaN,2.87190263016797,NaN,6.11640542787634,2.51001490173055,2.09659446614836
450,3.40030005448032,NaN,0.00225726989491335,0.467210738657139,2.93779728079232,4.28401954780526,NaN,NaN,NaN
500,NaN,69.7386675331036,NaN,NaN,NaN,NaN,3.56266848088925,1.93451857113485,2.90458892159382
550,3.07105600610522,NaN,0.00126124559938709,0.871235400023985,NaN,3.2391162909932,NaN,1.48392739190685,NaN
600,NaN,NaN,NaN,NaN,NaN,NaN,3.62035379758243,NaN,2.7325208009365
700,NaN,NaN,NaN,NaN,NaN,4.2057548178078,3.77797096886583,1.45789074759385,NaN
800,NaN,NaN,NaN,NaN,NaN,2.93234676848948,NaN,1.97261730735414,NaN
1000,NaN,NaN,NaN,NaN,NaN,2.70849131706611,NaN,NaN,NaN
1500,NaN,NaN,NaN,NaN,NaN,2.24837293634279,NaN,NaN,NaN
