t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_7_Obs,Compound_8_Obs,Compound_9_Obs,Compound_10_Obs,Compound_11_Obs,Compound_12_Obs
0,3.82628001800484,68.1185149608215,9.41912148369605e-18,1.16106411632836,0.945973753303223,1.63884152913416,1.94393109955597,1.75040389070447,2.66891230515628
10,4.08700368447921,64.9255273089392,1.0139410317459e-17,1.26859594049404,NaN,NaN,2.4154427416877,1.92141846831688,2.30248985020946
15,NaN,NaN,NaN,NaN,1.02463408036595,2.37472620598213,NaN,NaN,NaN
20,3.57903801092372,NaN,NaN,0.872239149377764,NaN,NaN,NaN,NaN,NaN
25,NaN,74.0282888159164,7.65118965884758e-18,NaN,0.888914321147511,NaN,2.3871847711783,2.71761887336581,3.10472621574978
35,5.41547330124985,75.8035935221287,NaN,1.24174676759883,NaN,1.77481271757239,NaN,2.18693486124821,3.60629020930426
40,NaN,NaN,9.32742829978742e-18,NaN,1.28920366146094,NaN,1.4104656570435,NaN,NaN
45,NaN,NaN,NaN,1.15373239332924,NaN,NaN,NaN,NaN,NaN
50,4.12992955935348,81.7971382279897,NaN,NaN,NaN,NaN,NaN,1.73883108519311,2.70308213460593
55,NaN,NaN,9.42426305636648e-18,NaN,NaN,2.17047318597471,2.33358362914761,NaN,NaN
60,NaN,NaN,NaN,NaN,0.770778745002191,NaN,NaN,NaN,NaN
65,4.39399990612975,NaN,NaN,0.944210994677397,NaN,NaN,NaN,NaN,NaN
70,NaN,74.8489044458016,9.28288002363201e-18,NaN,NaN,NaN,2.1631942696217,2.56253889164852,2.85804678878988
75,NaN,NaN,NaN,NaN,1.07395133280031,2.40022952589612,NaN,NaN,NaN
80,NaN,NaN,NaN,0.906160330557842,NaN,NaN,NaN,NaN,NaN
85,3.62266038637695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90,NaN,75.4579591296418,7.84110089393536e-18,NaN,NaN,NaN,1.82323037398355,1.5604944390185,4.04424137753617
100,NaN,NaN,NaN,NaN,0.987406768887828,1.98013442606008,NaN,NaN,NaN
