t,epo_level,Compound_3_Obs,Compound_5_Obs,Compound_6_Obs
10,0,1.45887260575595,3.08560019210362,0.167516819637446
10,0,1.53493841002953,2.20139999024817,0.186698491039766
10,4.2857e-08,1.36778786890292,2.30913584408754,0.424069777486985
10,4.2857e-08,1.55434992214865,2.80339130833135,-0.211491763043136
10,1.4286e-07,1.39167697881278,2.25578901606165,-0.170095362546686
10,1.4286e-07,1.39295318863705,1.84387972487825,0.0739175473311506
10,4.2857e-07,1.05750471811044,2.66042323914741,0.51200843797911
10,4.2857e-07,1.31053325173033,1.75085666572581,0.482517607655139
10,1.4286e-06,0.463876830067265,3.72270815588958,2.77701223159073
10,1.4286e-06,0.587214446137683,3.75844830165122,2.68623701496223
10,4.2857e-06,0.179358022517996,7.56779814823797,4.60743062315677
10,4.2857e-06,0.226051211614565,6.73200132085673,4.85393463007049
10,1.4286e-05,0.159872425418842,9.25719591521637,4.75654274923842
10,1.4286e-05,0.167242505825706,8.34872727183464,4.98641625270342
10,4.2857e-05,-0.0725290761402894,8.83366372977534,5.14289086578376
10,4.2857e-05,0.0189548248548669,9.84999666780408,4.81613244503262
